"GEO_ID","NAME","P002001","P002001ERR","P002002","P002003","P002004","P002005","P002006",
"1500000US060014017001","Block Group 1, Census Tract 4017, Alameda County, California","1058","null","1058","1058","0","0","0",
"1500000US060014017002","Block Group 2, Census Tract 4017, Alameda County, California","1513","null","1513","1513","0","0","0",
"1500000US060014017003","Block Group 3, Census Tract 4017, Alameda County, California","96","null","96","96","0","0","0",
"1500000US060014018001","Block Group 1, Census Tract 4018, Alameda County, California","912","null","912","912","0","0","0",
"1500000US060014018002","Block Group 2, Census Tract 4018, Alameda County, California","791","null","791","791","0","0","0",
"1500000US060014022001","Block Group 1, Census Tract 4022, Alameda County, California","877","null","877","877","0","0","0",
"1500000US060014022002","Block Group 2, Census Tract 4022, Alameda County, California","842","null","842","842","0","0","0",
"1500000US060014022003","Block Group 3, Census Tract 4022, Alameda County, California","666","null","666","666","0","0","0",
"1500000US060014024001","Block Group 1, Census Tract 4024, Alameda County, California","1368","null","1368","1368","0","0","0",
"1500000US060014024002","Block Group 2, Census Tract 4024, Alameda County, California","983","null","983","983","0","0","0",
"1500000US060014025001","Block Group 1, Census Tract 4025, Alameda County, California","1055","null","1055","1055","0","0","0",
"1500000US060014025002","Block Group 2, Census Tract 4025, Alameda County, California","729","null","729","729","0","0","0",
"1500000US060014026001","Block Group 1, Census Tract 4026, Alameda County, California","1151","null","1151","1151","0","0","0",
"1500000US060014027001","Block Group 1, Census Tract 4027, Alameda County, California","535","null","535","535","0","0","0",
"1500000US060014027002","Block Group 2, Census Tract 4027, Alameda County, California","1034","null","1034","1034","0","0","0",
"1500000US060014028001","Block Group 1, Census Tract 4028, Alameda County, California","1428","null","1428","1428","0","0","0",
"1500000US060014028002","Block Group 2, Census Tract 4028, Alameda County, California","1917","null","1917","1917","0","0","0",
"1500000US060014029001","Block Group 1, Census Tract 4029, Alameda County, California","1434","null","1434","1434","0","0","0",
"1500000US060014030001","Block Group 1, Census Tract 4030, Alameda County, California","1569","null","1569","1569","0","0","0",
"1500000US060014030002","Block Group 2, Census Tract 4030, Alameda County, California","1219","null","1219","1219","0","0","0",
"1500000US060014031001","Block Group 1, Census Tract 4031, Alameda County, California","2238","null","2238","2238","0","0","0",
"1500000US060014033001","Block Group 1, Census Tract 4033, Alameda County, California","2420","null","2420","2420","0","0","0",
"1500000US060014033002","Block Group 2, Census Tract 4033, Alameda County, California","1634","null","1634","1634","0","0","0",
"1500000US060014034001","Block Group 1, Census Tract 4034, Alameda County, California","919","null","919","919","0","0","0",
"1500000US060014034002","Block Group 2, Census Tract 4034, Alameda County, California","1349","null","1349","1349","0","0","0",
"1500000US060014034003","Block Group 3, Census Tract 4034, Alameda County, California","884","null","884","884","0","0","0",
"1500000US060014034004","Block Group 4, Census Tract 4034, Alameda County, California","994","null","994","994","0","0","0",
"1500000US060014035011","Block Group 1, Census Tract 4035.01, Alameda County, California","2000","null","2000","2000","0","0","0",
"1500000US060014035012","Block Group 2, Census Tract 4035.01, Alameda County, California","1703","null","1703","1703","0","0","0",
"1500000US060014035013","Block Group 3, Census Tract 4035.01, Alameda County, California","671","null","671","671","0","0","0",
"1500000US060014035021","Block Group 1, Census Tract 4035.02, Alameda County, California","852","null","852","852","0","0","0",
"1500000US060014035022","Block Group 2, Census Tract 4035.02, Alameda County, California","1139","null","1139","1139","0","0","0",
"1500000US060014036001","Block Group 1, Census Tract 4036, Alameda County, California","1070","null","1070","1070","0","0","0",
"1500000US060014036002","Block Group 2, Census Tract 4036, Alameda County, California","1514","null","1514","1514","0","0","0",
"1500000US060014036003","Block Group 3, Census Tract 4036, Alameda County, California","1898","null","1898","1898","0","0","0",
"1500000US060014037011","Block Group 1, Census Tract 4037.01, Alameda County, California","1231","null","1231","1231","0","0","0",
"1500000US060014037012","Block Group 2, Census Tract 4037.01, Alameda County, California","1356","null","1356","1356","0","0","0",
"1500000US060014037021","Block Group 1, Census Tract 4037.02, Alameda County, California","545","null","545","545","0","0","0",
"1500000US060014037022","Block Group 2, Census Tract 4037.02, Alameda County, California","1179","null","1179","1179","0","0","0",
"1500000US060014038001","Block Group 1, Census Tract 4038, Alameda County, California","614","null","614","614","0","0","0",
"1500000US060014038002","Block Group 2, Census Tract 4038, Alameda County, California","804","null","804","804","0","0","0",
"1500000US060014038003","Block Group 3, Census Tract 4038, Alameda County, California","809","null","809","809","0","0","0",
"1500000US060014038004","Block Group 4, Census Tract 4038, Alameda County, California","1234","null","1234","1234","0","0","0",
"1500000US060014039001","Block Group 1, Census Tract 4039, Alameda County, California","1331","null","1331","1331","0","0","0",
"1500000US060014039002","Block Group 2, Census Tract 4039, Alameda County, California","692","null","692","692","0","0","0",
"1500000US060014039003","Block Group 3, Census Tract 4039, Alameda County, California","1561","null","1561","1561","0","0","0",
"1500000US060014040001","Block Group 1, Census Tract 4040, Alameda County, California","1667","null","1667","1667","0","0","0",
"1500000US060014040002","Block Group 2, Census Tract 4040, Alameda County, California","1152","null","1152","1152","0","0","0",
"1500000US060014041011","Block Group 1, Census Tract 4041.01, Alameda County, California","1149","null","1149","1149","0","0","0",
"1500000US060014041012","Block Group 2, Census Tract 4041.01, Alameda County, California","1780","null","1780","1780","0","0","0",
"1500000US060014041021","Block Group 1, Census Tract 4041.02, Alameda County, California","1359","null","1359","1359","0","0","0",
"1500000US060014041022","Block Group 2, Census Tract 4041.02, Alameda County, California","924","null","924","924","0","0","0",
"1500000US060014042001","Block Group 1, Census Tract 4042, Alameda County, California","993","null","993","993","0","0","0",
"1500000US060014042002","Block Group 2, Census Tract 4042, Alameda County, California","1244","null","1244","1244","0","0","0",
"1500000US060014042003","Block Group 3, Census Tract 4042, Alameda County, California","1246","null","1246","1246","0","0","0",
"1500000US060014043001","Block Group 1, Census Tract 4043, Alameda County, California","1195","null","1195","1195","0","0","0",
"1500000US060014043002","Block Group 2, Census Tract 4043, Alameda County, California","875","null","875","875","0","0","0",
"1500000US060014043003","Block Group 3, Census Tract 4043, Alameda County, California","1148","null","1148","1148","0","0","0",
"1500000US060014044001","Block Group 1, Census Tract 4044, Alameda County, California","2376","null","2376","2376","0","0","0",
"1500000US060014044002","Block Group 2, Census Tract 4044, Alameda County, California","1232","null","1232","1232","0","0","0",
"1500000US060014044003","Block Group 3, Census Tract 4044, Alameda County, California","1706","null","1706","1706","0","0","0",
"1500000US060014045011","Block Group 1, Census Tract 4045.01, Alameda County, California","1677","null","1677","1677","0","0","0",
"1500000US060014045021","Block Group 1, Census Tract 4045.02, Alameda County, California","903","null","903","903","0","0","0",
"1500000US060014045022","Block Group 2, Census Tract 4045.02, Alameda County, California","1337","null","1337","1337","0","0","0",
"1500000US060014045023","Block Group 3, Census Tract 4045.02, Alameda County, California","1664","null","1664","1664","0","0","0",
"1500000US060014045024","Block Group 4, Census Tract 4045.02, Alameda County, California","1880","null","1880","1880","0","0","0",
"1500000US060014046001","Block Group 1, Census Tract 4046, Alameda County, California","1102","null","1102","1102","0","0","0",
"1500000US060014046002","Block Group 2, Census Tract 4046, Alameda County, California","737","null","737","737","0","0","0",
"1500000US060014046003","Block Group 3, Census Tract 4046, Alameda County, California","1127","null","1127","1127","0","0","0",
"1500000US060014046004","Block Group 4, Census Tract 4046, Alameda County, California","1387","null","1387","1387","0","0","0",
"1500000US060014047001","Block Group 1, Census Tract 4047, Alameda County, California","870","null","870","870","0","0","0",
"1500000US060014047002","Block Group 2, Census Tract 4047, Alameda County, California","1084","null","1084","1084","0","0","0",
"1500000US060014048001","Block Group 1, Census Tract 4048, Alameda County, California","1374","null","1374","1374","0","0","0",
"1500000US060014048002","Block Group 2, Census Tract 4048, Alameda County, California","1310","null","1310","1310","0","0","0",
"1500000US060014049001","Block Group 1, Census Tract 4049, Alameda County, California","850","null","850","850","0","0","0",
"1500000US060014049002","Block Group 2, Census Tract 4049, Alameda County, California","1076","null","1076","1076","0","0","0",
"1500000US060014049003","Block Group 3, Census Tract 4049, Alameda County, California","1026","null","1026","1026","0","0","0",
"1500000US060014049004","Block Group 4, Census Tract 4049, Alameda County, California","1177","null","1177","1177","0","0","0",
"1500000US060014050001","Block Group 1, Census Tract 4050, Alameda County, California","704","null","704","704","0","0","0",
"1500000US060014050002","Block Group 2, Census Tract 4050, Alameda County, California","1168","null","1168","1168","0","0","0",
"1500000US060014050003","Block Group 3, Census Tract 4050, Alameda County, California","1264","null","1264","1264","0","0","0",
"1500000US060014051001","Block Group 1, Census Tract 4051, Alameda County, California","1012","null","1012","1012","0","0","0",
"1500000US060014051002","Block Group 2, Census Tract 4051, Alameda County, California","693","null","693","693","0","0","0",
"1500000US060014051003","Block Group 3, Census Tract 4051, Alameda County, California","883","null","883","883","0","0","0",
"1500000US060014051004","Block Group 4, Census Tract 4051, Alameda County, California","615","null","615","615","0","0","0",
"1500000US060014051005","Block Group 5, Census Tract 4051, Alameda County, California","994","null","994","994","0","0","0",
"1500000US060014052001","Block Group 1, Census Tract 4052, Alameda County, California","1243","null","1243","1243","0","0","0",
"1500000US060014052002","Block Group 2, Census Tract 4052, Alameda County, California","1027","null","1027","1027","0","0","0",
"1500000US060014052003","Block Group 3, Census Tract 4052, Alameda County, California","1045","null","1045","1045","0","0","0",
"1500000US060014052004","Block Group 4, Census Tract 4052, Alameda County, California","1282","null","1282","1282","0","0","0",
"1500000US060014053011","Block Group 1, Census Tract 4053.01, Alameda County, California","1778","null","1778","1778","0","0","0",
"1500000US060014053012","Block Group 2, Census Tract 4053.01, Alameda County, California","825","null","825","825","0","0","0",
"1500000US060014053021","Block Group 1, Census Tract 4053.02, Alameda County, California","1337","null","1337","1337","0","0","0",
"1500000US060014053022","Block Group 2, Census Tract 4053.02, Alameda County, California","1193","null","1193","1193","0","0","0",
"1500000US060014054011","Block Group 1, Census Tract 4054.01, Alameda County, California","1547","null","1547","1547","0","0","0",
"1500000US060014054012","Block Group 2, Census Tract 4054.01, Alameda County, California","1385","null","1385","1385","0","0","0",
"1500000US060014054013","Block Group 3, Census Tract 4054.01, Alameda County, California","1025","null","1025","1025","0","0","0",
"1500000US060014054021","Block Group 1, Census Tract 4054.02, Alameda County, California","2037","null","2037","2037","0","0","0",
"1500000US060014054022","Block Group 2, Census Tract 4054.02, Alameda County, California","1077","null","1077","1077","0","0","0",
"1500000US060014055001","Block Group 1, Census Tract 4055, Alameda County, California","649","null","649","649","0","0","0",
"1500000US060014055002","Block Group 2, Census Tract 4055, Alameda County, California","1038","null","1038","1038","0","0","0",
"1500000US060014055003","Block Group 3, Census Tract 4055, Alameda County, California","872","null","872","872","0","0","0",
"1500000US060014055004","Block Group 4, Census Tract 4055, Alameda County, California","1084","null","1084","1084","0","0","0",
"1500000US060014056001","Block Group 1, Census Tract 4056, Alameda County, California","690","null","690","690","0","0","0",
"1500000US060014056002","Block Group 2, Census Tract 4056, Alameda County, California","1135","null","1135","1135","0","0","0",
"1500000US060014056003","Block Group 3, Census Tract 4056, Alameda County, California","1312","null","1312","1312","0","0","0",
"1500000US060014057001","Block Group 1, Census Tract 4057, Alameda County, California","1252","null","1252","1252","0","0","0",
"1500000US060014057002","Block Group 2, Census Tract 4057, Alameda County, California","1059","null","1059","1059","0","0","0",
"1500000US060014057003","Block Group 3, Census Tract 4057, Alameda County, California","932","null","932","932","0","0","0",
"1500000US060014058001","Block Group 1, Census Tract 4058, Alameda County, California","1201","null","1201","1201","0","0","0",
"1500000US060014058002","Block Group 2, Census Tract 4058, Alameda County, California","970","null","970","970","0","0","0",
"1500000US060014058003","Block Group 3, Census Tract 4058, Alameda County, California","1032","null","1032","1032","0","0","0",
"1500000US060014058004","Block Group 4, Census Tract 4058, Alameda County, California","762","null","762","762","0","0","0",
"1500000US060014059011","Block Group 1, Census Tract 4059.01, Alameda County, California","1407","null","1407","1407","0","0","0",
"1500000US060014059012","Block Group 2, Census Tract 4059.01, Alameda County, California","1538","null","1538","1538","0","0","0",
"1500000US060014059013","Block Group 3, Census Tract 4059.01, Alameda County, California","965","null","965","965","0","0","0",
"1500000US060014059021","Block Group 1, Census Tract 4059.02, Alameda County, California","1372","null","1372","1372","0","0","0",
"1500000US060014059022","Block Group 2, Census Tract 4059.02, Alameda County, California","1663","null","1663","1663","0","0","0",
"1500000US060014060001","Block Group 1, Census Tract 4060, Alameda County, California","870","null","870","870","0","0","0",
"1500000US060014060002","Block Group 2, Census Tract 4060, Alameda County, California","729","null","729","729","0","0","0",
"1500000US060014060003","Block Group 3, Census Tract 4060, Alameda County, California","1851","null","1851","1851","0","0","0",
"1500000US060014061001","Block Group 1, Census Tract 4061, Alameda County, California","1015","null","1015","1015","0","0","0",
"1500000US060014061002","Block Group 2, Census Tract 4061, Alameda County, California","867","null","867","867","0","0","0",
"1500000US060014061003","Block Group 3, Census Tract 4061, Alameda County, California","1057","null","1057","1057","0","0","0",
"1500000US060014061004","Block Group 4, Census Tract 4061, Alameda County, California","1442","null","1442","1442","0","0","0",
"1500000US060014062011","Block Group 1, Census Tract 4062.01, Alameda County, California","1298","null","1298","1298","0","0","0",
"1500000US060014062012","Block Group 2, Census Tract 4062.01, Alameda County, California","808","null","808","808","0","0","0",
"1500000US060014062013","Block Group 3, Census Tract 4062.01, Alameda County, California","1480","null","1480","1480","0","0","0",
"1500000US060014062014","Block Group 4, Census Tract 4062.01, Alameda County, California","1063","null","1063","1063","0","0","0",
"1500000US060014062021","Block Group 1, Census Tract 4062.02, Alameda County, California","1148","null","1148","1148","0","0","0",
"1500000US060014062022","Block Group 2, Census Tract 4062.02, Alameda County, California","1742","null","1742","1742","0","0","0",
"1500000US060014062023","Block Group 3, Census Tract 4062.02, Alameda County, California","1828","null","1828","1828","0","0","0",
"1500000US060014063001","Block Group 1, Census Tract 4063, Alameda County, California","1074","null","1074","1074","0","0","0",
"1500000US060014063002","Block Group 2, Census Tract 4063, Alameda County, California","1139","null","1139","1139","0","0","0",
"1500000US060014063003","Block Group 3, Census Tract 4063, Alameda County, California","941","null","941","941","0","0","0",
"1500000US060014063004","Block Group 4, Census Tract 4063, Alameda County, California","959","null","959","959","0","0","0",
"1500000US060014064001","Block Group 1, Census Tract 4064, Alameda County, California","775","null","775","775","0","0","0",
"1500000US060014064002","Block Group 2, Census Tract 4064, Alameda County, California","1370","null","1370","1370","0","0","0",
"1500000US060014065001","Block Group 1, Census Tract 4065, Alameda County, California","2005","null","2005","2005","0","0","0",
"1500000US060014065002","Block Group 2, Census Tract 4065, Alameda County, California","810","null","810","810","0","0","0",
"1500000US060014065003","Block Group 3, Census Tract 4065, Alameda County, California","1746","null","1746","1746","0","0","0",
"1500000US060014065004","Block Group 4, Census Tract 4065, Alameda County, California","1369","null","1369","1369","0","0","0",
"1500000US060014066011","Block Group 1, Census Tract 4066.01, Alameda County, California","932","null","932","932","0","0","0",
"1500000US060014066012","Block Group 2, Census Tract 4066.01, Alameda County, California","1567","null","1567","1567","0","0","0",
"1500000US060014066013","Block Group 3, Census Tract 4066.01, Alameda County, California","1261","null","1261","1261","0","0","0",
"1500000US060014066014","Block Group 4, Census Tract 4066.01, Alameda County, California","836","null","836","836","0","0","0",
"1500000US060014066021","Block Group 1, Census Tract 4066.02, Alameda County, California","1208","null","1208","1208","0","0","0",
"1500000US060014066022","Block Group 2, Census Tract 4066.02, Alameda County, California","1285","null","1285","1285","0","0","0",
"1500000US060014067001","Block Group 1, Census Tract 4067, Alameda County, California","1249","null","1249","1249","0","0","0",
"1500000US060014067002","Block Group 2, Census Tract 4067, Alameda County, California","618","null","618","618","0","0","0",
"1500000US060014067003","Block Group 3, Census Tract 4067, Alameda County, California","1696","null","1696","1696","0","0","0",
"1500000US060014067004","Block Group 4, Census Tract 4067, Alameda County, California","813","null","813","813","0","0","0",
"1500000US060014067005","Block Group 5, Census Tract 4067, Alameda County, California","672","null","672","672","0","0","0",
"1500000US060014068001","Block Group 1, Census Tract 4068, Alameda County, California","650","null","650","650","0","0","0",
"1500000US060014068002","Block Group 2, Census Tract 4068, Alameda County, California","682","null","682","682","0","0","0",
"1500000US060014068003","Block Group 3, Census Tract 4068, Alameda County, California","1126","null","1126","1126","0","0","0",
"1500000US060014068004","Block Group 4, Census Tract 4068, Alameda County, California","970","null","970","970","0","0","0",
"1500000US060014069001","Block Group 1, Census Tract 4069, Alameda County, California","688","null","688","688","0","0","0",
"1500000US060014069002","Block Group 2, Census Tract 4069, Alameda County, California","1118","null","1118","1118","0","0","0",
"1500000US060014069003","Block Group 3, Census Tract 4069, Alameda County, California","1913","null","1913","1913","0","0","0",
"1500000US060014070001","Block Group 1, Census Tract 4070, Alameda County, California","955","null","955","955","0","0","0",
"1500000US060014070002","Block Group 2, Census Tract 4070, Alameda County, California","1158","null","1158","1158","0","0","0",
"1500000US060014070003","Block Group 3, Census Tract 4070, Alameda County, California","1369","null","1369","1369","0","0","0",
"1500000US060014070004","Block Group 4, Census Tract 4070, Alameda County, California","1473","null","1473","1473","0","0","0",
"1500000US060014070005","Block Group 5, Census Tract 4070, Alameda County, California","930","null","930","930","0","0","0",
"1500000US060014071011","Block Group 1, Census Tract 4071.01, Alameda County, California","2222","null","2222","2222","0","0","0",
"1500000US060014071012","Block Group 2, Census Tract 4071.01, Alameda County, California","1192","null","1192","1192","0","0","0",
"1500000US060014071021","Block Group 1, Census Tract 4071.02, Alameda County, California","1676","null","1676","1676","0","0","0",
"1500000US060014071022","Block Group 2, Census Tract 4071.02, Alameda County, California","901","null","901","901","0","0","0",
"1500000US060014071023","Block Group 3, Census Tract 4071.02, Alameda County, California","900","null","900","900","0","0","0",
"1500000US060014071024","Block Group 4, Census Tract 4071.02, Alameda County, California","874","null","874","874","0","0","0",
"1500000US060014072001","Block Group 1, Census Tract 4072, Alameda County, California","1440","null","1440","1440","0","0","0",
"1500000US060014072002","Block Group 2, Census Tract 4072, Alameda County, California","1750","null","1750","1750","0","0","0",
"1500000US060014072003","Block Group 3, Census Tract 4072, Alameda County, California","1738","null","1738","1738","0","0","0",
"1500000US060014072004","Block Group 4, Census Tract 4072, Alameda County, California","1818","null","1818","1818","0","0","0",
"1500000US060014073001","Block Group 1, Census Tract 4073, Alameda County, California","1345","null","1345","1345","0","0","0",
"1500000US060014073002","Block Group 2, Census Tract 4073, Alameda County, California","1253","null","1253","1253","0","0","0",
"1500000US060014074001","Block Group 1, Census Tract 4074, Alameda County, California","1619","null","1619","1619","0","0","0",
"1500000US060014074002","Block Group 2, Census Tract 4074, Alameda County, California","1291","null","1291","1291","0","0","0",
"1500000US060014074003","Block Group 3, Census Tract 4074, Alameda County, California","1044","null","1044","1044","0","0","0",
"1500000US060014075001","Block Group 1, Census Tract 4075, Alameda County, California","900","null","900","900","0","0","0",
"1500000US060014075002","Block Group 2, Census Tract 4075, Alameda County, California","1909","null","1909","1909","0","0","0",
"1500000US060014075003","Block Group 3, Census Tract 4075, Alameda County, California","1122","null","1122","1122","0","0","0",
"1500000US060014076001","Block Group 1, Census Tract 4076, Alameda County, California","1042","null","1042","1042","0","0","0",
"1500000US060014076002","Block Group 2, Census Tract 4076, Alameda County, California","1019","null","1019","1019","0","0","0",
"1500000US060014076003","Block Group 3, Census Tract 4076, Alameda County, California","1145","null","1145","1145","0","0","0",
"1500000US060014076004","Block Group 4, Census Tract 4076, Alameda County, California","1596","null","1596","1596","0","0","0",
"1500000US060014076005","Block Group 5, Census Tract 4076, Alameda County, California","1225","null","1225","1225","0","0","0",
"1500000US060014077001","Block Group 1, Census Tract 4077, Alameda County, California","1407","null","1407","1407","0","0","0",
"1500000US060014077002","Block Group 2, Census Tract 4077, Alameda County, California","989","null","989","989","0","0","0",
"1500000US060014077003","Block Group 3, Census Tract 4077, Alameda County, California","890","null","890","890","0","0","0",
"1500000US060014077004","Block Group 4, Census Tract 4077, Alameda County, California","823","null","823","823","0","0","0",
"1500000US060014078001","Block Group 1, Census Tract 4078, Alameda County, California","732","null","732","732","0","0","0",
"1500000US060014078002","Block Group 2, Census Tract 4078, Alameda County, California","917","null","917","917","0","0","0",
"1500000US060014078003","Block Group 3, Census Tract 4078, Alameda County, California","776","null","776","776","0","0","0",
"1500000US060014079001","Block Group 1, Census Tract 4079, Alameda County, California","791","null","791","791","0","0","0",
"1500000US060014079002","Block Group 2, Census Tract 4079, Alameda County, California","832","null","832","832","0","0","0",
"1500000US060014079003","Block Group 3, Census Tract 4079, Alameda County, California","1083","null","1083","1083","0","0","0",
"1500000US060014080001","Block Group 1, Census Tract 4080, Alameda County, California","704","null","704","704","0","0","0",
"1500000US060014080002","Block Group 2, Census Tract 4080, Alameda County, California","1967","null","1967","1967","0","0","0",
"1500000US060014081001","Block Group 1, Census Tract 4081, Alameda County, California","1344","null","1335","1335","0","9","0",
"1500000US060014081002","Block Group 2, Census Tract 4081, Alameda County, California","2908","null","2908","2908","0","0","0",
"1500000US060014081003","Block Group 3, Census Tract 4081, Alameda County, California","887","null","887","887","0","0","0",
"1500000US060014081004","Block Group 4, Census Tract 4081, Alameda County, California","852","null","852","852","0","0","0",
"1500000US060014082001","Block Group 1, Census Tract 4082, Alameda County, California","1373","null","1373","1373","0","0","0",
"1500000US060014082002","Block Group 2, Census Tract 4082, Alameda County, California","1798","null","1798","1798","0","0","0",
"1500000US060014082003","Block Group 3, Census Tract 4082, Alameda County, California","883","null","883","883","0","0","0",
"1500000US060014083001","Block Group 1, Census Tract 4083, Alameda County, California","731","null","731","731","0","0","0",
"1500000US060014083002","Block Group 2, Census Tract 4083, Alameda County, California","915","null","915","915","0","0","0",
"1500000US060014083003","Block Group 3, Census Tract 4083, Alameda County, California","941","null","941","941","0","0","0",
"1500000US060014083004","Block Group 4, Census Tract 4083, Alameda County, California","776","null","776","776","0","0","0",
"1500000US060014083005","Block Group 5, Census Tract 4083, Alameda County, California","804","null","804","804","0","0","0",
"1500000US060014084001","Block Group 1, Census Tract 4084, Alameda County, California","1239","null","1239","1239","0","0","0",
"1500000US060014084002","Block Group 2, Census Tract 4084, Alameda County, California","912","null","912","912","0","0","0",
"1500000US060014084003","Block Group 3, Census Tract 4084, Alameda County, California","1172","null","1172","1172","0","0","0",
"1500000US060014085001","Block Group 1, Census Tract 4085, Alameda County, California","1037","null","1037","1037","0","0","0",
"1500000US060014085002","Block Group 2, Census Tract 4085, Alameda County, California","1071","null","1071","1071","0","0","0",
"1500000US060014085003","Block Group 3, Census Tract 4085, Alameda County, California","871","null","871","871","0","0","0",
"1500000US060014085004","Block Group 4, Census Tract 4085, Alameda County, California","738","null","738","738","0","0","0",
"1500000US060014085005","Block Group 5, Census Tract 4085, Alameda County, California","1255","null","1255","1255","0","0","0",
"1500000US060014086001","Block Group 1, Census Tract 4086, Alameda County, California","1573","null","1573","1573","0","0","0",
