fips,county_name,region,rural_pct,population,rural_pop,rural_flag
06037226410,Los Angeles CA,Los Angeles Region,0,3456,0,0
06037205110,Los Angeles CA,Los Angeles Region,0,3850,0,0
06037203900,Los Angeles CA,Los Angeles Region,0,2611,0,0
06037204120,Los Angeles CA,Los Angeles Region,0,2368,0,0
06037265100,Los Angeles CA,Los Angeles Region,0,2835,0,0
06037212304,Los Angeles CA,Los Angeles Region,0,1738,0,0
06037212202,Los Angeles CA,Los Angeles Region,0,3364,0,0
06037211802,Los Angeles CA,Los Angeles Region,0,4893,0,0
06021010502,Glenn CA,Rural Areas,1,1457,1457,1
06059063904,Orange CA,Orange County Region,0,4661,0,0
06059099309,Orange CA,Orange County Region,0,4981,0,0
06059099306,Orange CA,Orange County Region,0,6060,0,0
06059099248,Orange CA,Orange County Region,0,5148,0,0
06059099243,Orange CA,Orange County Region,0,4298,0,0
06059099220,Orange CA,Orange County Region,0,5709,0,0
06059099212,Orange CA,Orange County Region,0,5023,0,0
06059099202,Orange CA,Orange County Region,0,8308,0,0
06059063201,Orange CA,Orange County Region,0,4006,0,0
06059063009,Orange CA,Orange County Region,0,1767,0,0
06059063005,Orange CA,Orange County Region,0,1447,0,0
06059062701,Orange CA,Orange County Region,0,2667,0,0
06059062646,Orange CA,Orange County Region,0,3718,0,0
06059062605,Orange CA,Orange County Region,0,3043,0,0
06037229410,Los Angeles CA,Los Angeles Region,0,3471,0,0
06037703002,Los Angeles CA,Los Angeles Region,0,6907,0,0
06037127210,Los Angeles CA,Los Angeles Region,0,5453,0,0
06037702803,Los Angeles CA,Los Angeles Region,0,2986,0,0
06037296300,Los Angeles CA,Los Angeles Region,0,4874,0,0
06037127520,Los Angeles CA,Los Angeles Region,0,4226,0,0
06037540300,Los Angeles CA,Los Angeles Region,0,4997,0,0
06037541606,Los Angeles CA,Los Angeles Region,0,2415,0,0
06037534403,Los Angeles CA,Los Angeles Region,0,2874,0,0
06037532001,Los Angeles CA,Los Angeles Region,0,3296,0,0
06037534002,Los Angeles CA,Los Angeles Region,0,4130,0,0
06037601600,Los Angeles CA,Los Angeles Region,0,4164,0,0
06037577501,Los Angeles CA,Los Angeles Region,0,3440,0,0
06059052520,Orange CA,Orange County Region,0,3539,0,0
06037101110,Los Angeles CA,Los Angeles Region,0,4926,0,0
06037573202,Los Angeles CA,Los Angeles Region,0,6250,0,0
06037573403,Los Angeles CA,Los Angeles Region,0,3446,0,0
06037575002,Los Angeles CA,Los Angeles Region,0,4760,0,0
06037575001,Los Angeles CA,Los Angeles Region,0,4144,0,0
06037577300,Los Angeles CA,Los Angeles Region,0,5535,0,0
06037574800,Los Angeles CA,Los Angeles Region,0,3165,0,0
06037670406,Los Angeles CA,Los Angeles Region,0,1857,0,0
06037201700,Los Angeles CA,Los Angeles Region,0,5055,0,0
06037576602,Los Angeles CA,Los Angeles Region,0,4403,0,0
06037503702,Los Angeles CA,Los Angeles Region,0,5453,0,0
06037503401,Los Angeles CA,Los Angeles Region,0,7036,0,0
06037620101,Los Angeles CA,Los Angeles Region,0,5667,0,0
06037703100,Los Angeles CA,Los Angeles Region,0,5619,0,0
06037291120,Los Angeles CA,Los Angeles Region,0,2037,0,0
06037296500,Los Angeles CA,Los Angeles Region,0,3796,0,0
06037128220,Los Angeles CA,Los Angeles Region,0,3087,0,0
06037408800,Los Angeles CA,Los Angeles Region,0,4795,0,0
06037404703,Los Angeles CA,Los Angeles Region,0,2912,0,0
06037109400,Los Angeles CA,Los Angeles Region,0,3752,0,0
06037501802,Los Angeles CA,Los Angeles Region,0,3438,0,0
06037532200,Los Angeles CA,Los Angeles Region,0,6599,0,0
06037532304,Los Angeles CA,Los Angeles Region,0,3660,0,0
06037238000,Los Angeles CA,Los Angeles Region,0,5969,0,0
06037240600,Los Angeles CA,Los Angeles Region,0,5457,0,0
06037240020,Los Angeles CA,Los Angeles Region,0,5294,0,0
06037238100,Los Angeles CA,Los Angeles Region,0,4683,0,0
06037433601,Los Angeles CA,Los Angeles Region,0,4586,0,0
06037540201,Los Angeles CA,Los Angeles Region,0,2113,0,0
06037540502,Los Angeles CA,Los Angeles Region,0,6131,0,0
06037124000,Los Angeles CA,Los Angeles Region,0,4786,0,0
06037124201,Los Angeles CA,Los Angeles Region,0,3391,0,0
06037502402,Los Angeles CA,Los Angeles Region,0,3789,0,0
06037276400,Los Angeles CA,Los Angeles Region,0,4099,0,0
06037276601,Los Angeles CA,Los Angeles Region,0,4058,0,0
06037275400,Los Angeles CA,Los Angeles Region,0,4625,0,0
06037274100,Los Angeles CA,Los Angeles Region,0,4824,0,0
06037400205,Los Angeles CA,Los Angeles Region,0,3053,0,0
06037403323,Los Angeles CA,Los Angeles Region,0,5275,0,0
06037503602,Los Angeles CA,Los Angeles Region,0,3838,0,0
06037310100,Los Angeles CA,Los Angeles Region,0,5885,0,0
06037273300,Los Angeles CA,Los Angeles Region,0,3477,0,0
06037242700,Los Angeles CA,Los Angeles Region,0,5932,0,0
06037535901,Los Angeles CA,Los Angeles Region,0,5682,0,0
06037535702,Los Angeles CA,Los Angeles Region,0,5429,0,0
06037535604,Los Angeles CA,Los Angeles Region,0,4213,0,0
06037237800,Los Angeles CA,Los Angeles Region,0,4335,0,0
06037237720,Los Angeles CA,Los Angeles Region,0,3470,0,0
06037550700,Los Angeles CA,Los Angeles Region,0,7215,0,0
06037535603,Los Angeles CA,Los Angeles Region,0,4111,0,0
06037534804,Los Angeles CA,Los Angeles Region,0,3718,0,0
06037533402,Los Angeles CA,Los Angeles Region,0,3902,0,0
06037534802,Los Angeles CA,Los Angeles Region,0,2759,0,0
06037534803,Los Angeles CA,Los Angeles Region,0,4629,0,0
06037237300,Los Angeles CA,Los Angeles Region,0,5531,0,0
06037235201,Los Angeles CA,Los Angeles Region,0,2921,0,0
06037234700,Los Angeles CA,Los Angeles Region,0,4209,0,0
06037232300,Los Angeles CA,Los Angeles Region,0,4376,0,0
06067009006,Sacramento CA,Capital Region,0,5649,0,0
06067007206,Sacramento CA,Capital Region,0,4067,0,0
06067007414,Sacramento CA,Capital Region,0,4409,0,0
06067005803,Sacramento CA,Capital Region,0,3731,0,0
06037241110,Los Angeles CA,Los Angeles Region,0,3295,0,0
06037242100,Los Angeles CA,Los Angeles Region,0,2497,0,0
06037552100,Los Angeles CA,Los Angeles Region,0,5995,0,0
06037500700,Los Angeles CA,Los Angeles Region,0,6582,0,0
06059075002,Orange CA,Orange County Region,0,8236,0,0
06059074901,Orange CA,Orange County Region,0,8576,0,0
06059074501,Orange CA,Orange County Region,0,5790,0,0
06059074408,Orange CA,Orange County Region,0,5453,0,0
06059074403,Orange CA,Orange County Region,0,5389,0,0
06059032034,Orange CA,Orange County Region,0,5595,0,0
06059032029,Orange CA,Orange County Region,0,4486,0,0
06059032003,Orange CA,Orange County Region,0,4756,0,0
06059021918,Orange CA,Orange County Region,0,5035,0,0
06059021917,Orange CA,Orange County Region,0,3354,0,0
06059021913,Orange CA,Orange County Region,0,7702,0,0
06111005202,Ventura CA,Central Coast Region,0.00583941605839416,2740,15.999999999999998,0
06111005404,Ventura CA,Central Coast Region,0,3849,0,0
06059110006,Orange CA,Orange County Region,0,3092,0,0
06111000903,Ventura CA,Rural Areas,1,5689,5689,1
06111007607,Ventura CA,Central Coast Region,0,5832,0,0
06111001102,Ventura CA,Rural Areas,1,3657,3657,1
06067005804,Sacramento CA,Capital Region,0,2659,0,0
06067006202,Sacramento CA,Capital Region,0,4319,0,0
06067008006,Sacramento CA,Capital Region,0,5869,0,0
06067007802,Sacramento CA,Capital Region,0,4951,0,0
06067008702,Sacramento CA,Capital Region,0,2867,0,0
06067008128,Sacramento CA,Capital Region,0,2392,0,0
06067008119,Sacramento CA,Capital Region,0,5857,0,0
06067008138,Sacramento CA,Capital Region,0,3724,0,0
06067008008,Sacramento CA,Capital Region,0,4939,0,0
06067008129,Sacramento CA,Capital Region,0,3519,0,0
06067008137,Sacramento CA,Capital Region,0,2430,0,0
06067008122,Sacramento CA,Capital Region,0,3890,0,0
06067005502,Sacramento CA,Capital Region,0,6031,0,0
06111007506,Ventura CA,Central Coast Region,0,7514,0,0
06111005901,Ventura CA,Central Coast Region,0,6525,0,0
06111005910,Ventura CA,Central Coast Region,0,1727,0,0
06111005911,Ventura CA,Central Coast Region,0,3912,0,0
06111007507,Ventura CA,Central Coast Region,0,6808,0,0
06111006400,Ventura CA,Central Coast Region,0,7190,0,0
06111006900,Ventura CA,Central Coast Region,0,4002,0,0
06111007201,Ventura CA,Central Coast Region,0,3504,0,0
06111001201,Ventura CA,Central Coast Region,0.001661681621801263,6018,10,0
06111001507,Ventura CA,Central Coast Region,0,4705,0,0
06111002102,Ventura CA,Central Coast Region,0,1664,0,0
06059052514,Orange CA,Orange County Region,0,5288,0,0
06059062640,Orange CA,Orange County Region,0,3655,0,0
06059062633,Orange CA,Orange County Region,0,6623,0,0
06059062631,Orange CA,Orange County Region,0,3198,0,0
06059062628,Orange CA,Orange County Region,0,3495,0,0
06059063808,Orange CA,Orange County Region,0,5688,0,0
06059063806,Orange CA,Orange County Region,0,3943,0,0
06059063803,Orange CA,Orange County Region,0,4353,0,0
06059063400,Orange CA,Orange County Region,0,4776,0,0
06055201700,Napa CA,Rural Areas,1,4984,4984,1
06055200802,Napa CA,Bay Area Region,0,5887,0,0
06055201401,Napa CA,Rural Areas,1,2709,2709,1
06055200503,Napa CA,Bay Area Region,0,2645,0,0
06055201602,Napa CA,Rural Areas,1,3169,3169,1
06037570303,Los Angeles CA,Los Angeles Region,0,3925,0,0
06037571000,Los Angeles CA,Los Angeles Region,0,5792,0,0
06037571102,Los Angeles CA,Los Angeles Region,0,4006,0,0
06037571300,Los Angeles CA,Los Angeles Region,0,4638,0,0
06037570002,Los Angeles CA,Los Angeles Region,0,2883,0,0
06037555001,Los Angeles CA,Los Angeles Region,0,5579,0,0
06037106112,Los Angeles CA,Los Angeles Region,0,6201,0,0
06037603200,Los Angeles CA,Los Angeles Region,0,3199,0,0
06037603102,Los Angeles CA,Los Angeles Region,0,4034,0,0
06037600302,Los Angeles CA,Los Angeles Region,0,3472,0,0
06037602900,Los Angeles CA,Los Angeles Region,0,4293,0,0
06037603400,Los Angeles CA,Los Angeles Region,0,4504,0,0
06037554101,Los Angeles CA,Los Angeles Region,0,3778,0,0
06037553502,Los Angeles CA,Los Angeles Region,0,4147,0,0
06037553701,Los Angeles CA,Los Angeles Region,0,3861,0,0
06037554600,Los Angeles CA,Los Angeles Region,0,4311,0,0
06037552601,Los Angeles CA,Los Angeles Region,0,5227,0,0
06037552800,Los Angeles CA,Los Angeles Region,0,6267,0,0
06037554522,Los Angeles CA,Los Angeles Region,0,4906,0,0
06037554518,Los Angeles CA,Los Angeles Region,0,5365,0,0
06037542800,Los Angeles CA,Los Angeles Region,0,3336,0,0
06037542601,Los Angeles CA,Los Angeles Region,0,2810,0,0
06037543903,Los Angeles CA,Los Angeles Region,0,4090,0,0
06037600912,Los Angeles CA,Los Angeles Region,0,5174,0,0
06037600201,Los Angeles CA,Los Angeles Region,0,4690,0,0
06037600100,Los Angeles CA,Los Angeles Region,0,7098,0,0
06037600202,Los Angeles CA,Los Angeles Region,0,7071,0,0
06037543603,Los Angeles CA,Los Angeles Region,0,3903,0,0
06059074110,Orange CA,Orange County Region,0,3438,0,0
06059074108,Orange CA,Orange County Region,0,4640,0,0
06059063905,Orange CA,Orange County Region,0,4349,0,0
06037541300,Los Angeles CA,Los Angeles Region,0,6166,0,0
06037532800,Los Angeles CA,Los Angeles Region,0,4204,0,0
06037532605,Los Angeles CA,Los Angeles Region,0,3812,0,0
06037534502,Los Angeles CA,Los Angeles Region,0,4074,0,0
06037535200,Los Angeles CA,Los Angeles Region,0,6031,0,0
06037231100,Los Angeles CA,Los Angeles Region,0,3148,0,0
06029003113,Kern CA,Central Valley Region,0,4904,0,0
06029002811,Kern CA,Central Valley Region,0,3905,0,0
06037575202,Los Angeles CA,Los Angeles Region,0,4278,0,0
06037297400,Los Angeles CA,Los Angeles Region,0,3760,0,0
06037293301,Los Angeles CA,Los Angeles Region,0,2793,0,0
06037503801,Los Angeles CA,Los Angeles Region,0,4085,0,0
06037503902,Los Angeles CA,Los Angeles Region,0,4663,0,0
06037651302,Los Angeles CA,Los Angeles Region,0,6234,0,0
06059075302,Orange CA,Orange County Region,0,4568,0,0
06111001302,Ventura CA,Central Coast Region,0,2526,0,0
06111002200,Ventura CA,Central Coast Region,0,6791,0,0
06111001101,Ventura CA,Rural Areas,1,4708,4708,1
06111000901,Ventura CA,Rural Areas,1,2555,2555,1
06037651201,Los Angeles CA,Los Angeles Region,0,4876,0,0
06037650702,Los Angeles CA,Los Angeles Region,0,4521,0,0
06037650300,Los Angeles CA,Los Angeles Region,0,6898,0,0
06037650001,Los Angeles CA,Los Angeles Region,0,5825,0,0
06037621301,Los Angeles CA,Los Angeles Region,0,7291,0,0
06037621001,Los Angeles CA,Los Angeles Region,0,4346,0,0
06037620201,Los Angeles CA,Los Angeles Region,0,1550,0,0
06037621201,Los Angeles CA,Los Angeles Region,0,8259,0,0
06037103300,Los Angeles CA,Los Angeles Region,0,3953,0,0
06037291220,Los Angeles CA,Los Angeles Region,0,3255,0,0
06037574400,Los Angeles CA,Los Angeles Region,0,5420,0,0
06037573800,Los Angeles CA,Los Angeles Region,0,4371,0,0
06037572001,Los Angeles CA,Los Angeles Region,0,5434,0,0
06111000500,Ventura CA,Central Coast Region,0.14669652855543114,1786,262,0
06111001402,Ventura CA,Central Coast Region,0,5656,0,0
06111005002,Ventura CA,Central Coast Region,0,3182,0,0
06111005305,Ventura CA,Central Coast Region,0.02032739701385141,5559,112.99999999999999,0
06059110108,Orange CA,Orange County Region,0,2784,0,0
06059086304,Orange CA,Orange County Region,0,5009,0,0
06029000102,Kern CA,Central Valley Region,0,3422,0,0
06029002813,Kern CA,Central Valley Region,0,4611,0,0
06029001201,Kern CA,Central Valley Region,0,2892,0,0
06029002302,Kern CA,Central Valley Region,0,3173,0,0
06029002600,Kern CA,Central Valley Region,0,3439,0,0
06029002807,Kern CA,Central Valley Region,0,4026,0,0
06029004500,Kern CA,Rural Areas,1,3625,3625,1
06037543501,Los Angeles CA,Los Angeles Region,0,7053,0,0
06111000800,Ventura CA,Central Coast Region,0.14500229252636404,8724,1265,0
06111007700,Ventura CA,Central Coast Region,0,6456,0,0
06111007901,Ventura CA,Central Coast Region,0,5354,0,0
06059087101,Orange CA,Orange County Region,0,4706,0,0
06059110114,Orange CA,Orange County Region,0,4779,0,0
06059110500,Orange CA,Orange County Region,0,8557,0,0
06059087602,Orange CA,Orange County Region,0,7807,0,0
06059011715,Orange CA,Orange County Region,0,6719,0,0
06059075809,Orange CA,Orange County Region,0,3109,0,0
06059099904,Orange CA,Orange County Region,0,6105,0,0
06059110302,Orange CA,Orange County Region,0,6153,0,0
06059110110,Orange CA,Orange County Region,0,6037,0,0
06059110015,Orange CA,Orange County Region,0,3546,0,0
06059110304,Orange CA,Orange County Region,0,4661,0,0
06059088107,Orange CA,Orange County Region,0,6103,0,0
06029000400,Kern CA,Central Valley Region,0,4757,0,0
06059042315,Orange CA,Orange County Region,0,6118,0,0
06059042313,Orange CA,Orange County Region,0,6286,0,0
06059042311,Orange CA,Orange County Region,0,5965,0,0
06059042305,Orange CA,Orange County Region,0,3397,0,0
06059042203,Orange CA,Orange County Region,0,8429,0,0
06059042111,Orange CA,Orange County Region,0,5839,0,0
06059075703,Orange CA,Orange County Region,0,4135,0,0
06059021903,Orange CA,Orange County Region,0,4430,0,0
06059011721,Orange CA,Orange County Region,0,5091,0,0
06059032011,Orange CA,Rural Areas,0.8822070675759455,1613,1423,1
06059099602,Orange CA,Orange County Region,0,3530,0,0
06059099513,Orange CA,Orange County Region,0,2006,0,0
06059099417,Orange CA,Orange County Region,0,4952,0,0
06059099405,Orange CA,Orange County Region,0,4555,0,0
06059075201,Orange CA,Orange County Region,0,5594,0,0
06059099803,Orange CA,Orange County Region,0,5911,0,0
06059075607,Orange CA,Orange County Region,0,6484,0,0
06059075605,Orange CA,Orange County Region,0,5748,0,0
06059075506,Orange CA,Orange County Region,0,3541,0,0
06059075405,Orange CA,Orange County Region,0,3204,0,0
06059075404,Orange CA,Orange County Region,0,6362,0,0
06059042107,Orange CA,Orange County Region,0,4001,0,0
06059032022,Orange CA,Orange County Region,0,6808,0,0
06059032013,Orange CA,Orange County Region,0,5065,0,0
06059075815,Orange CA,Orange County Region,0,5261,0,0
06059075807,Orange CA,Orange County Region,0,4274,0,0
06059042339,Orange CA,Orange County Region,0,3364,0,0
06059042332,Orange CA,Orange County Region,0,5197,0,0
06059099702,Orange CA,Orange County Region,0,8240,0,0
06059001503,Orange CA,Orange County Region,0,5302,0,0
06059088802,Orange CA,Orange County Region,0,5500,0,0
06059074701,Orange CA,Orange County Region,0,7611,0,0
06059042327,Orange CA,Orange County Region,0,4774,0,0
06059042326,Orange CA,Orange County Region,0,4520,0,0
06059042324,Orange CA,Orange County Region,0,4336,0,0
06059074005,Orange CA,Orange County Region,0,6733,0,0
06059052521,Orange CA,Orange County Region,0,5216,0,0
06059052427,Orange CA,Orange County Region,0,5069,0,0
06059052423,Orange CA,Orange County Region,0,6511,0,0
06059052421,Orange CA,Orange County Region,0,9631,0,0
06059075401,Orange CA,Orange County Region,0,3859,0,0
06059075003,Orange CA,Orange County Region,0,6493,0,0
06037571600,Los Angeles CA,Los Angeles Region,0,2180,0,0
06037570800,Los Angeles CA,Los Angeles Region,0,5661,0,0
06037570402,Los Angeles CA,Los Angeles Region,0,3391,0,0
06029004102,Kern CA,Rural Areas,1,5234,5234,1
06029006301,Kern CA,Rural Areas,1,3732,3732,1
06061021502,Placer CA,Rural Areas,1,3806,3806,1
06061021902,Placer CA,Rural Areas,1,4462,4462,1
06061022200,Placer CA,Rural Areas,1,902,902,1
06061021204,Placer CA,Rural Areas,1,2748,2748,1
06061023900,Placer CA,Capital Region,0.0028763183125599234,3129,9,0
06061020901,Placer CA,Capital Region,0,2777,0,0
06061020604,Placer CA,Capital Region,0,5927,0,0
06061021304,Placer CA,Rural Areas,0.8539469479066795,6258,5344,1
06061021604,Placer CA,Rural Areas,1,3421,3421,1
06061021401,Placer CA,Capital Region,0.034358638743455495,3056,105,0
06061020107,Placer CA,Rural Areas,1,3315,3315,1
06089012702,Shasta CA,Rural Areas,1,3209,3209,1
06089010900,Shasta CA,Rural Areas,0,4248,0,1
06089011600,Shasta CA,Rural Areas,0.6367476240760296,3788,2412,1
06089011900,Shasta CA,Rural Areas,0.9979633401221996,4910,4900,1
06089012200,Shasta CA,Rural Areas,1,5579,5579,1
06089010400,Shasta CA,Rural Areas,0,4452,0,1
06057001205,Nevada CA,Rural Areas,1,4882,4882,1
06057000200,Nevada CA,Rural Areas,1,2672,2672,1
06017030804,El Dorado CA,Rural Areas,0.9151605675877521,6695,6127,1
06017031200,El Dorado CA,Rural Areas,1,5157,5157,1
06017031100,El Dorado CA,Rural Areas,1,5634,5634,1
06057000300,Nevada CA,Rural Areas,1,2496,2496,1
06057000102,Nevada CA,Rural Areas,1,6977,6977,1
06017031503,El Dorado CA,Rural Areas,1,2818,2818,1
06017031000,El Dorado CA,Rural Areas,1,6314,6314,1
06017030502,El Dorado CA,Rural Areas,0.9934971098265896,2768,2750,1
06017030701,El Dorado CA,Capital Region,0,6177,0,0
06017030808,El Dorado CA,Rural Areas,0.5044603033006244,6726,3393,1
06037464000,Los Angeles CA,Los Angeles Region,0,5832,0,0
06037463300,Los Angeles CA,Los Angeles Region,0,2101,0,0
06037463400,Los Angeles CA,Los Angeles Region,0,5918,0,0
06037462700,Los Angeles CA,Los Angeles Region,0,5727,0,0
06037670202,Los Angeles CA,Los Angeles Region,0,2626,0,0
06037300200,Los Angeles CA,Los Angeles Region,0,5492,0,0
06037297120,Los Angeles CA,Los Angeles Region,0,3425,0,0
06037101400,Los Angeles CA,Los Angeles Region,0,3898,0,0
06037462800,Los Angeles CA,Los Angeles Region,0,2939,0,0
06037460900,Los Angeles CA,Los Angeles Region,0,6893,0,0
06037460800,Los Angeles CA,Los Angeles Region,0,3219,0,0
06037700400,Los Angeles CA,Los Angeles Region,0,5140,0,0
06037400304,Los Angeles CA,Los Angeles Region,0,8163,0,0
06037262100,Los Angeles CA,Los Angeles Region,0,3195,0,0
06037197700,Los Angeles CA,Los Angeles Region,0,4565,0,0
06037199110,Los Angeles CA,Los Angeles Region,0,2377,0,0
06037190520,Los Angeles CA,Los Angeles Region,0,3489,0,0
06037199700,Los Angeles CA,Los Angeles Region,0,3393,0,0
06037302104,Los Angeles CA,Los Angeles Region,0,3859,0,0
06037311700,Los Angeles CA,Los Angeles Region,0,6227,0,0
06037302103,Los Angeles CA,Los Angeles Region,0,5334,0,0
06037104701,Los Angeles CA,Los Angeles Region,0,4601,0,0
06037104105,Los Angeles CA,Los Angeles Region,0,5999,0,0
06037262303,Los Angeles CA,Los Angeles Region,0,3157,0,0
06037271702,Los Angeles CA,Los Angeles Region,0,4527,0,0
06037271500,Los Angeles CA,Los Angeles Region,0,3095,0,0
06037141500,Los Angeles CA,Los Angeles Region,0,3089,0,0
06037270300,Los Angeles CA,Los Angeles Region,0,2651,0,0
06037269300,Los Angeles CA,Los Angeles Region,0,4096,0,0
06037217200,Los Angeles CA,Los Angeles Region,0,3887,0,0
06037216700,Los Angeles CA,Los Angeles Region,0,3938,0,0
06037216100,Los Angeles CA,Los Angeles Region,0,2465,0,0
06037189400,Los Angeles CA,Los Angeles Region,0,3575,0,0
06037700902,Los Angeles CA,Los Angeles Region,0,6561,0,0
06037189600,Los Angeles CA,Los Angeles Region,0,3738,0,0
06037407302,Los Angeles CA,Los Angeles Region,0,3275,0,0
06037430801,Los Angeles CA,Los Angeles Region,0,6778,0,0
06037185320,Los Angeles CA,Los Angeles Region,0,2763,0,0
06037185202,Los Angeles CA,Los Angeles Region,0,3682,0,0
06037183300,Los Angeles CA,Los Angeles Region,0,3083,0,0
06037181300,Los Angeles CA,Los Angeles Region,0,3613,0,0
06037143700,Los Angeles CA,Los Angeles Region,0,3800,0,0
06037141700,Los Angeles CA,Los Angeles Region,0,3096,0,0
06037139703,Los Angeles CA,Los Angeles Region,0,2693,0,0
06037137401,Los Angeles CA,Los Angeles Region,0,4708,0,0
06037127102,Los Angeles CA,Los Angeles Region,0,5450,0,0
06037124400,Los Angeles CA,Los Angeles Region,0,4308,0,0
06037183810,Los Angeles CA,Los Angeles Region,0,4260,0,0
06037311801,Los Angeles CA,Los Angeles Region,0,3066,0,0
06037920029,Los Angeles CA,Los Angeles Region,0,5931,0,0
06037920039,Los Angeles CA,Los Angeles Region,0,1808,0,0
06037920017,Los Angeles CA,Los Angeles Region,0,4241,0,0
06037300902,Los Angeles CA,Los Angeles Region,0,2012,0,0
06037301000,Los Angeles CA,Los Angeles Region,0,5050,0,0
06037301400,Los Angeles CA,Los Angeles Region,0,3936,0,0
06037301100,Los Angeles CA,Los Angeles Region,0,6571,0,0
06037404901,Los Angeles CA,Los Angeles Region,0,5279,0,0
06037405600,Los Angeles CA,Los Angeles Region,0,5645,0,0
06037267600,Los Angeles CA,Los Angeles Region,0,2709,0,0
06037123301,Los Angeles CA,Los Angeles Region,0,4424,0,0
06037123520,Los Angeles CA,Los Angeles Region,0,2669,0,0
06037431600,Los Angeles CA,Los Angeles Region,0,4173,0,0
06037432300,Los Angeles CA,Los Angeles Region,0,3873,0,0
06037480011,Los Angeles CA,Los Angeles Region,0,5238,0,0
06037430803,Los Angeles CA,Los Angeles Region,0,5363,0,0
06037480201,Los Angeles CA,Los Angeles Region,0,3923,0,0
06037480804,Los Angeles CA,Los Angeles Region,0,4866,0,0
06037480500,Los Angeles CA,Los Angeles Region,0,5543,0,0
06037480902,Los Angeles CA,Los Angeles Region,0,4024,0,0
06037481001,Los Angeles CA,Los Angeles Region,0,4271,0,0
06037481101,Los Angeles CA,Los Angeles Region,0,4100,0,0
06037910804,Los Angeles CA,Rural Areas,1,3338,3338,1
06037920331,Los Angeles CA,Los Angeles Region,0,3751,0,0
06037920030,Los Angeles CA,Los Angeles Region,0,5399,0,0
06037920035,Los Angeles CA,Los Angeles Region,0,8172,0,0
06037920034,Los Angeles CA,Los Angeles Region,0,4152,0,0
06037910808,Los Angeles CA,Los Angeles Region,0.027475672581568404,3494,96,0
06037402200,Los Angeles CA,Los Angeles Region,0,7276,0,0
06037405202,Los Angeles CA,Los Angeles Region,0,4894,0,0
06037123103,Los Angeles CA,Los Angeles Region,0,4285,0,0
06037461100,Los Angeles CA,Los Angeles Region,0,4894,0,0
06037460501,Los Angeles CA,Los Angeles Region,0,5555,0,0
06037300701,Los Angeles CA,Los Angeles Region,0,6263,0,0
06037900606,Los Angeles CA,Los Angeles Region,0,4090,0,0
06037900602,Los Angeles CA,Los Angeles Region,0,6016,0,0
06037404100,Los Angeles CA,Los Angeles Region,0,6137,0,0
06037460301,Los Angeles CA,Los Angeles Region,0,4733,0,0
06037460302,Los Angeles CA,Los Angeles Region,0,4273,0,0
06037119700,Los Angeles CA,Los Angeles Region,0,4893,0,0
06037920104,Los Angeles CA,Rural Areas,1,2732,2732,1
06037910707,Los Angeles CA,Los Angeles Region,0,5968,0,0
06037910706,Los Angeles CA,Los Angeles Region,0,6553,0,0
06037401102,Los Angeles CA,Los Angeles Region,0,4051,0,0
06037403721,Los Angeles CA,Los Angeles Region,0,5429,0,0
06067009406,Sacramento CA,Rural Areas,1,2443,2443,1
06067009618,Sacramento CA,Capital Region,0,4834,0,0
06067001400,Sacramento CA,Capital Region,0,2930,0,0
06067002000,Sacramento CA,Capital Region,0,3882,0,0
06067002500,Sacramento CA,Capital Region,0,1935,0,0
06067002600,Sacramento CA,Capital Region,0,2538,0,0
06067003101,Sacramento CA,Capital Region,0,3583,0,0
06067003400,Sacramento CA,Capital Region,0,4335,0,0
06067003800,Sacramento CA,Capital Region,0,5348,0,0
06067003900,Sacramento CA,Capital Region,0,3598,0,0
06067008009,Sacramento CA,Capital Region,0,4692,0,0
06067005102,Sacramento CA,Capital Region,0,4632,0,0
06067007402,Sacramento CA,Capital Region,0,6992,0,0
06067007403,Sacramento CA,Capital Region,0,4969,0,0
06067008208,Sacramento CA,Capital Region,0,4715,0,0
06067008204,Sacramento CA,Capital Region,0,4702,0,0
06067008207,Sacramento CA,Capital Region,0,4529,0,0
06067000400,Sacramento CA,Capital Region,0,3840,0,0
06067007422,Sacramento CA,Capital Region,0,2849,0,0
06067009320,Sacramento CA,Capital Region,0,4688,0,0
06067009501,Sacramento CA,Rural Areas,1,2784,2784,1
06067009617,Sacramento CA,Capital Region,0,3613,0,0
06037404301,Los Angeles CA,Los Angeles Region,0,5460,0,0
06037405500,Los Angeles CA,Los Angeles Region,0,6623,0,0
06037117405,Los Angeles CA,Los Angeles Region,0,3364,0,0
06037119310,Los Angeles CA,Los Angeles Region,0,3983,0,0
06037117510,Los Angeles CA,Los Angeles Region,0,4181,0,0
06037117302,Los Angeles CA,Los Angeles Region,0,5414,0,0
06037900102,Los Angeles CA,Rural Areas,1,830,830,1
06037901102,Los Angeles CA,Los Angeles Region,0,5703,0,0
06037320300,Los Angeles CA,Los Angeles Region,0,7230,0,0
06037311400,Los Angeles CA,Los Angeles Region,0,2454,0,0
06037115302,Los Angeles CA,Los Angeles Region,0,4044,0,0
06037113301,Los Angeles CA,Los Angeles Region,0,3655,0,0
06037113211,Los Angeles CA,Los Angeles Region,0,4275,0,0
06067008501,Sacramento CA,Capital Region,0,7064,0,0
06067008403,Sacramento CA,Capital Region,0,6060,0,0
06067006004,Sacramento CA,Capital Region,0,2626,0,0
06067005605,Sacramento CA,Capital Region,0,3758,0,0
06067009900,Sacramento CA,Rural Areas,0.9378016085790885,3730,3498,1
