"GEO_ID","NAME","H062001","H062002","H062003","H062004","H062005","H062006","H062007","H062008","H062009","H062010","H062011","H062012","H062013","H062014","H062015","H062016","H062017","H062018","H062019","H062020","H062021","H062022","H062023","H062024",
"1400000US06001401000","Census Tract 4010, Alameda County, California","1561","1481","0","44","25","16","91","77","49","140","71","71","136","103","38","109","112","124","79","117","52","27","0","80",
"1400000US06001401100","Census Tract 4011, Alameda County, California","1587","1565","20","0","12","7","7","0","22","60","52","146","95","122","220","148","108","176","110","143","108","5","4","22",
"1400000US06001401200","Census Tract 4012, Alameda County, California","794","788","0","0","0","0","0","0","32","14","34","26","45","68","77","39","62","134","59","114","50","21","13","6",
"1400000US06001401300","Census Tract 4013, Alameda County, California","1302","1302","14","29","66","108","21","31","48","139","123","123","100","117","79","42","57","77","100","20","8","0","0","0",
"1400000US06001401400","Census Tract 4014, Alameda County, California","1226","1208","11","0","53","66","61","52","79","36","95","70","66","96","45","108","42","84","86","114","34","10","0","18",
"1400000US06001401500","Census Tract 4015, Alameda County, California","713","698","0","0","0","8","7","63","86","49","32","62","37","21","22","28","41","63","71","76","32","0","0","15",
"1400000US06001401600","Census Tract 4016, Alameda County, California","386","378","11","11","7","18","8","7","14","24","28","0","28","53","40","0","17","55","19","31","7","0","0","8",
"1400000US06001401700","Census Tract 4017, Alameda County, California","336","314","0","10","0","4","0","12","0","13","26","29","41","18","12","29","0","56","32","15","17","0","0","22",
"1400000US06001401800","Census Tract 4018, Alameda County, California","537","518","0","32","28","36","16","21","48","55","19","25","41","29","0","33","0","47","55","27","6","0","0","19",
"1400000US06001401900","Census Tract 4019, Alameda County, California","105","105","0","0","5","18","0","0","0","0","11","18","0","8","9","4","0","5","0","0","13","14","0","0",
"1400000US06001402000","Census Tract 4020, Alameda County, California","6","6","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","3","0","0","0","0","0",
"1400000US06001402100","Census Tract 4021, Alameda County, California","414","400","15","13","107","53","16","46","33","7","15","23","7","3","11","0","7","7","14","0","0","23","0","14",
"1400000US06001402200","Census Tract 4022, Alameda County, California","451","417","10","19","29","39","22","38","5","10","8","48","16","41","11","18","19","8","18","47","11","0","0","34",
"1400000US06001402300","Census Tract 4023, Alameda County, California","88","81","0","0","0","0","0","0","0","0","0","0","0","34","5","7","0","6","4","7","4","14","0","7",
"1400000US06001402400","Census Tract 4024, Alameda County, California","832","827","0","7","167","115","16","22","52","38","26","43","44","54","38","37","8","41","34","69","16","0","0","5",
"1400000US06001402500","Census Tract 4025, Alameda County, California","533","533","30","25","93","29","44","23","19","13","14","15","16","28","27","30","20","45","18","18","4","22","0","0",
"1400000US06001402600","Census Tract 4026, Alameda County, California","464","464","0","6","58","75","14","27","29","32","34","32","20","43","18","4","0","35","18","6","8","0","5","0",
"1400000US06001402700","Census Tract 4027, Alameda County, California","522","506","5","13","0","26","7","31","24","8","34","33","34","56","18","12","19","34","79","52","21","0","0","16",
"1400000US06001402800","Census Tract 4028, Alameda County, California","1223","1197","40","32","224","139","230","106","94","59","57","55","28","31","4","10","0","19","8","34","16","11","0","26",
"1400000US06001402900","Census Tract 4029, Alameda County, California","872","872","9","0","131","95","40","23","28","105","48","49","90","42","58","40","23","65","9","17","0","0","0","0",
"1400000US06001403000","Census Tract 4030, Alameda County, California","1022","987","0","0","249","51","19","54","80","93","62","46","19","33","42","36","30","80","29","51","6","0","7","35",
"1400000US06001403100","Census Tract 4031, Alameda County, California","372","372","8","0","7","76","36","22","64","52","36","15","8","15","0","8","0","9","16","0","0","0","0","0",
"1400000US06001403200","Census Tract 4032, Alameda County, California","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"1400000US06001403300","Census Tract 4033, Alameda County, California","732","703","0","6","51","59","29","30","19","54","58","34","71","64","47","47","7","60","36","24","0","7","0","29",
"1400000US06001403400","Census Tract 4034, Alameda County, California","2195","2170","7","12","76","88","42","22","86","51","53","133","244","258","212","143","156","148","160","40","44","77","118","25",
"1400000US06001403500","Census Tract 4035, Alameda County, California","3238","3213","9","57","114","86","36","116","27","88","144","106","133","317","259","407","315","388","193","298","64","42","14","25",
"1400000US06001403600","Census Tract 4036, Alameda County, California","2189","2145","0","8","0","9","24","0","10","17","8","51","74","213","298","292","257","383","203","220","56","22","0","44",
"1400000US06001403700","Census Tract 4037, Alameda County, California","2640","2593","10","0","0","10","0","0","51","10","66","77","103","256","211","246","192","434","305","293","93","88","148","47",
"1400000US06001403800","Census Tract 4038, Alameda County, California","1221","1214","0","0","0","0","0","0","7","13","54","14","47","103","73","119","146","174","124","202","88","40","10","7",
"1400000US06001403900","Census Tract 4039, Alameda County, California","1535","1535","17","0","10","0","8","0","0","0","39","56","45","66","156","126","136","260","243","176","108","58","31","0",
"1400000US06001404000","Census Tract 4040, Alameda County, California","1364","1343","0","15","0","0","6","7","7","15","21","20","127","112","119","114","159","157","154","138","100","65","7","21",
"1400000US06001404100","Census Tract 4041, Alameda County, California","2530","2521","0","18","9","52","27","86","21","0","59","53","109","176","197","213","171","255","257","315","75","306","122","9",
"1400000US06001404200","Census Tract 4042, Alameda County, California","230","215","0","0","0","0","0","0","0","0","0","0","0","0","6","5","15","5","19","66","11","32","56","15",
"1400000US06001404300","Census Tract 4043, Alameda County, California","241","241","0","0","0","0","0","8","0","0","0","0","9","15","42","5","10","15","18","20","14","67","18","0",
"1400000US06001404400","Census Tract 4044, Alameda County, California","282","256","25","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","19","73","132","0","26",
"1400000US06001404501","Census Tract 4045.01, Alameda County, California","120","107","0","0","0","0","0","0","0","0","0","0","6","0","8","6","0","5","7","0","20","31","24","13",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","350","350","0","0","0","0","0","0","0","0","0","0","0","7","25","0","0","16","26","83","37","84","72","0",
"1400000US06001404600","Census Tract 4046, Alameda County, California","140","122","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","6","0","16","22","31","41","18",
"1400000US06001404700","Census Tract 4047, Alameda County, California","58","52","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","15","9","14","6",
"1400000US06001404800","Census Tract 4048, Alameda County, California","667","643","0","26","7","47","0","0","0","0","15","22","35","133","52","30","23","53","45","85","27","15","28","24",
"1400000US06001404900","Census Tract 4049, Alameda County, California","904","863","0","4","0","8","0","11","30","14","14","51","19","94","78","40","77","47","30","102","73","131","40","41",
"1400000US06001405000","Census Tract 4050, Alameda County, California","687","687","0","0","34","69","12","5","17","10","0","30","11","36","14","96","17","43","49","134","81","24","5","0",
"1400000US06001405100","Census Tract 4051, Alameda County, California","125","108","0","0","0","0","0","0","0","0","0","0","6","11","0","0","0","0","0","4","12","58","17","17",
"1400000US06001405200","Census Tract 4052, Alameda County, California","1814","1804","12","10","0","26","10","30","36","29","58","149","58","171","162","145","97","148","267","261","101","24","10","10",
"1400000US06001405300","Census Tract 4053, Alameda County, California","2812","2789","0","0","112","43","10","8","46","65","182","216","255","261","296","123","195","399","112","216","154","79","17","23",
"1400000US06001405400","Census Tract 4054, Alameda County, California","2443","2388","30","23","33","36","41","59","90","91","162","230","316","216","182","166","213","230","105","98","41","0","26","55",
"1400000US06001405500","Census Tract 4055, Alameda County, California","1188","1155","19","18","13","8","7","0","26","60","104","140","69","73","72","120","102","146","75","80","20","3","0","33",
"1400000US06001405600","Census Tract 4056, Alameda County, California","1096","1085","0","0","0","5","15","40","33","21","42","89","53","111","118","57","103","222","83","81","0","12","0","11",
"1400000US06001405700","Census Tract 4057, Alameda County, California","943","943","0","4","12","9","0","9","4","8","46","43","105","136","129","93","77","47","105","101","7","8","0","0",
"1400000US06001405800","Census Tract 4058, Alameda County, California","841","827","0","10","6","21","10","10","23","0","43","27","114","50","66","90","68","114","40","84","37","14","0","14",
"1400000US06001405900","Census Tract 4059, Alameda County, California","1464","1456","0","14","8","29","45","64","19","51","147","151","168","64","129","149","110","105","129","67","7","0","0","8",
"1400000US06001406000","Census Tract 4060, Alameda County, California","1120","1104","0","15","97","68","17","17","6","74","80","68","36","57","114","93","132","70","34","105","21","0","0","16",
"1400000US06001406100","Census Tract 4061, Alameda County, California","878","858","0","0","37","17","6","25","33","44","46","69","86","24","52","22","49","105","60","72","75","36","0","20",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","1082","1070","21","52","13","35","14","79","31","96","109","82","130","98","88","35","10","45","33","12","78","0","9","12",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","1018","1008","0","20","0","0","0","9","85","56","76","136","141","181","101","15","108","38","6","16","6","14","0","10",
"1400000US06001406300","Census Tract 4063, Alameda County, California","763","754","0","44","54","37","41","0","13","63","31","58","61","50","64","43","23","44","36","54","27","11","0","9",
"1400000US06001406400","Census Tract 4064, Alameda County, California","322","317","8","0","9","22","9","0","0","0","6","23","8","23","0","43","16","35","36","51","13","9","6","5",
"1400000US06001406500","Census Tract 4065, Alameda County, California","1248","1231","7","27","14","9","24","19","23","37","11","110","127","150","130","125","100","150","67","73","16","12","0","17",
"1400000US06001406600","Census Tract 4066, Alameda County, California","1633","1622","0","9","0","24","20","26","27","26","64","114","134","149","108","121","173","331","74","169","36","17","0","11",
"1400000US06001406700","Census Tract 4067, Alameda County, California","668","651","0","0","25","8","0","0","7","0","0","0","0","36","45","68","78","68","87","87","63","47","32","17",
"1400000US06001406800","Census Tract 4068, Alameda County, California","414","399","0","16","0","0","0","5","19","11","17","7","20","6","24","31","43","53","44","60","16","13","14","15",
"1400000US06001406900","Census Tract 4069, Alameda County, California","608","584","0","0","0","0","10","0","0","0","15","14","36","25","57","40","56","128","33","128","24","7","11","24",
"1400000US06001407000","Census Tract 4070, Alameda County, California","1243","1220","8","7","26","5","0","47","20","47","94","122","164","60","91","99","37","179","103","99","7","5","0","23",
"1400000US06001407100","Census Tract 4071, Alameda County, California","1318","1307","0","35","11","53","0","23","14","69","52","83","150","111","181","108","40","127","58","125","13","30","24","11",
"1400000US06001407200","Census Tract 4072, Alameda County, California","1223","1198","11","14","27","12","22","30","36","71","150","109","158","128","107","72","49","61","79","55","7","0","0","25",
"1400000US06001407300","Census Tract 4073, Alameda County, California","477","459","0","6","0","7","0","17","0","10","14","76","32","27","52","56","7","11","13","68","58","5","0","18",
"1400000US06001407400","Census Tract 4074, Alameda County, California","724","703","4","15","11","0","23","0","52","13","48","26","75","88","56","55","29","79","36","56","20","6","11","21",
"1400000US06001407500","Census Tract 4075, Alameda County, California","835","820","7","7","14","5","8","26","29","7","72","92","78","121","84","65","26","69","65","45","0","0","0","15",
"1400000US06001407600","Census Tract 4076, Alameda County, California","1150","1128","17","23","0","7","38","40","0","44","29","58","51","164","123","96","95","128","57","105","45","0","8","22",
"1400000US06001407700","Census Tract 4077, Alameda County, California","432","421","0","0","0","7","0","22","0","8","53","36","9","45","29","8","20","13","40","87","25","19","0","11",
"1400000US06001407800","Census Tract 4078, Alameda County, California","256","250","0","0","0","7","0","0","6","5","26","12","0","16","19","10","7","53","30","30","23","6","0","6",
"1400000US06001407900","Census Tract 4079, Alameda County, California","326","308","0","0","0","0","0","0","5","17","11","6","21","27","22","16","5","28","43","52","11","39","5","18",
"1400000US06001408000","Census Tract 4080, Alameda County, California","72","67","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","6","5","29","21","5",
"1400000US06001408100","Census Tract 4081, Alameda County, California","599","591","0","0","8","0","9","0","0","0","0","0","0","0","0","8","27","78","50","56","73","263","19","8",
"1400000US06001408200","Census Tract 4082, Alameda County, California","891","880","0","0","35","13","16","8","0","0","8","9","109","81","38","46","158","85","100","134","24","16","0","11",
"1400000US06001408300","Census Tract 4083, Alameda County, California","531","511","0","0","16","18","8","17","0","4","8","35","22","12","52","74","13","64","8","96","30","19","15","20",
"1400000US06001408400","Census Tract 4084, Alameda County, California","643","623","0","0","12","25","22","22","7","15","26","57","31","38","75","44","91","54","21","49","29","5","0","20",
"1400000US06001408500","Census Tract 4085, Alameda County, California","726","726","0","3","28","32","46","17","9","36","35","63","63","68","19","30","33","113","45","47","33","6","0","0",
"1400000US06001408600","Census Tract 4086, Alameda County, California","759","759","16","0","8","17","56","6","23","43","18","30","25","66","47","76","53","73","90","77","16","19","0","0",
"1400000US06001408700","Census Tract 4087, Alameda County, California","1124","1124","0","11","43","23","7","21","31","71","60","113","82","43","90","78","109","107","105","107","5","18","0","0",
"1400000US06001408800","Census Tract 4088, Alameda County, California","949","940","14","33","95","84","49","45","81","83","41","35","77","50","26","32","36","69","23","39","28","0","0","9",
"1400000US06001408900","Census Tract 4089, Alameda County, California","654","646","0","0","61","33","7","0","23","20","26","15","27","80","89","45","68","64","44","30","7","7","0","8",
"1400000US06001409000","Census Tract 4090, Alameda County, California","377","359","0","0","0","30","9","20","0","32","27","0","11","47","39","21","0","40","39","27","17","0","0","18",
"1400000US06001409100","Census Tract 4091, Alameda County, California","212","202","0","0","0","0","0","7","0","19","0","16","0","11","15","28","16","25","22","43","0","0","0","10",
"1400000US06001409200","Census Tract 4092, Alameda County, California","297","297","0","0","0","0","7","16","7","0","13","14","56","26","6","38","49","14","7","18","0","15","11","0",
"1400000US06001409300","Census Tract 4093, Alameda County, California","749","740","7","8","15","26","19","18","15","27","33","59","70","59","73","54","77","72","44","56","0","0","8","9",
"1400000US06001409400","Census Tract 4094, Alameda County, California","589","582","0","11","0","6","9","14","39","45","9","15","46","72","34","60","55","100","31","28","8","0","0","7",
"1400000US06001409500","Census Tract 4095, Alameda County, California","557","557","0","0","21","35","28","12","11","20","24","39","31","65","56","50","61","57","29","12","6","0","0","0",
"1400000US06001409600","Census Tract 4096, Alameda County, California","807","793","0","7","0","8","7","46","71","25","39","14","65","53","57","42","78","135","55","70","12","9","0","14",
"1400000US06001409700","Census Tract 4097, Alameda County, California","1014","1001","31","6","39","23","31","24","13","34","29","52","76","63","93","86","65","99","116","69","20","17","15","13",
"1400000US06001409800","Census Tract 4098, Alameda County, California","398","384","0","0","0","33","16","0","8","0","7","14","23","17","42","60","30","58","6","21","34","15","0","14",
"1400000US06001409900","Census Tract 4099, Alameda County, California","132","119","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","11","34","27","18","12","8","13",
"1400000US06001410000","Census Tract 4100, Alameda County, California","80","80","0","0","0","0","0","0","0","0","0","12","0","14","7","0","0","18","0","11","0","18","0","0",
"1400000US06001410100","Census Tract 4101, Alameda County, California","349","334","8","26","9","0","0","0","0","19","3","47","19","10","4","33","17","22","29","62","26","0","0","15",
"1400000US06001410200","Census Tract 4102, Alameda County, California","593","593","8","0","0","8","20","14","8","8","52","22","50","30","42","105","41","70","34","64","17","0","0","0",
"1400000US06001410300","Census Tract 4103, Alameda County, California","548","540","9","23","0","4","15","24","20","23","8","35","25","37","57","38","36","68","22","79","17","0","0","8",
"1400000US06001410400","Census Tract 4104, Alameda County, California","336","322","0","8","0","0","0","0","0","22","6","37","0","31","24","47","7","33","49","18","13","13","14","14",
"1400000US06001420100","Census Tract 4201, Alameda County, California","267","256","0","0","0","0","0","6","0","0","6","0","0","6","5","17","12","18","29","91","18","35","13","11",
"1400000US06001420200","Census Tract 4202, Alameda County, California","779","767","0","0","0","0","0","0","0","6","0","12","6","25","35","11","17","112","163","210","130","40","0","12",
"1400000US06001420300","Census Tract 4203, Alameda County, California","996","963","0","6","0","0","7","0","0","0","0","18","13","37","39","67","34","109","192","206","95","140","0","33",
"1400000US06001420400","Census Tract 4204, Alameda County, California","604","604","0","0","0","0","0","0","0","36","62","7","238","90","33","6","0","0","10","122","0","0","0","0",
"1400000US06001420500","Census Tract 4205, Alameda County, California","526","498","0","0","0","0","0","9","0","21","0","13","13","8","28","35","30","108","60","86","52","28","7","28",
"1400000US06001420600","Census Tract 4206, Alameda County, California","281","266","0","8","0","0","0","0","0","5","0","6","8","0","14","0","23","27","29","38","45","45","18","15",
"1400000US06001421100","Census Tract 4211, Alameda County, California","76","69","0","0","0","0","0","0","0","0","6","5","0","0","5","7","0","0","7","7","0","0","32","7",
"1400000US06001421200","Census Tract 4212, Alameda County, California","118","106","0","0","0","7","0","0","4","0","0","0","0","0","7","14","0","12","12","7","0","20","23","12",
"1400000US06001421300","Census Tract 4213, Alameda County, California","286","278","0","0","0","0","0","0","0","0","18","0","21","16","5","12","15","15","37","57","7","30","45","8",
"1400000US06001421400","Census Tract 4214, Alameda County, California","65","65","0","0","0","0","0","0","0","0","0","0","0","0","8","0","7","11","0","0","5","0","34","0",
"1400000US06001421500","Census Tract 4215, Alameda County, California","312","278","0","0","0","0","0","0","0","0","0","0","12","0","0","8","24","27","6","34","20","93","54","34",
"1400000US06001421600","Census Tract 4216, Alameda County, California","389","378","0","0","5","0","0","0","0","0","11","17","5","32","19","24","16","35","32","21","42","71","48","11",
"1400000US06001421700","Census Tract 4217, Alameda County, California","1021","987","6","12","6","18","0","6","0","6","4","43","25","77","69","56","69","98","124","127","91","83","67","34",
"1400000US06001421800","Census Tract 4218, Alameda County, California","304","304","0","0","0","0","0","0","0","5","16","0","9","24","17","10","25","33","23","50","31","30","31","0",
"1400000US06001421900","Census Tract 4219, Alameda County, California","625","603","0","11","8","0","0","0","12","5","18","60","45","24","58","26","14","51","66","99","73","25","8","22",
"1400000US06001422000","Census Tract 4220, Alameda County, California","353","353","0","0","0","9","18","9","0","38","11","0","41","52","32","20","10","40","27","19","5","22","0","0",
"1400000US06001422100","Census Tract 4221, Alameda County, California","579","556","0","5","10","20","17","0","24","17","18","55","28","49","45","12","15","37","69","58","56","21","0","23",
"1400000US06001422200","Census Tract 4222, Alameda County, California","907","894","0","0","10","8","17","11","11","10","29","61","143","115","69","71","41","61","38","102","39","58","0","13",
"1400000US06001422300","Census Tract 4223, Alameda County, California","992","986","0","0","0","0","6","18","12","11","25","75","49","122","58","54","55","102","96","100","84","84","35","6",
"1400000US06001422400","Census Tract 4224, Alameda County, California","1752","1748","0","21","9","42","6","0","21","74","75","71","80","146","128","169","90","173","127","189","186","122","19","4",
"1400000US06001422500","Census Tract 4225, Alameda County, California","1330","1303","0","0","0","0","0","7","8","34","61","48","155","123","59","96","77","166","114","106","108","95","46","27",
"1400000US06001422600","Census Tract 4226, Alameda County, California","17","17","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0",
"1400000US06001422700","Census Tract 4227, Alameda County, California","963","947","0","0","0","16","0","0","7","0","42","14","100","132","48","43","95","161","57","90","57","64","21","16",
"1400000US06001422800","Census Tract 4228, Alameda County, California","1554","1539","0","6","0","7","26","26","12","115","67","127","152","139","149","124","162","156","111","101","22","27","10","15",
"1400000US06001422900","Census Tract 4229, Alameda County, California","1436","1428","8","0","27","36","6","15","61","79","16","83","103","120","160","169","133","190","79","89","29","18","7","8",
"1400000US06001423000","Census Tract 4230, Alameda County, California","1222","1200","0","7","11","0","9","0","18","50","32","86","111","96","115","97","95","134","97","76","48","70","48","22",
"1400000US06001423100","Census Tract 4231, Alameda County, California","1039","1014","0","6","34","29","10","52","56","21","73","75","68","66","91","57","38","74","49","136","36","18","25","25",
"1400000US06001423200","Census Tract 4232, Alameda County, California","774","761","12","5","24","52","28","12","6","14","28","81","77","76","48","72","23","57","39","52","8","43","4","13",
"1400000US06001423300","Census Tract 4233, Alameda County, California","711","666","0","14","51","9","0","4","32","24","49","51","28","25","85","25","40","72","49","80","17","11","0","45",
"1400000US06001423400","Census Tract 4234, Alameda County, California","1205","1185","0","12","27","31","23","30","21","41","37","73","124","80","117","104","81","114","65","108","68","21","8","20",
"1400000US06001423500","Census Tract 4235, Alameda County, California","947","919","0","13","58","35","18","23","0","32","49","69","32","34","55","61","66","110","79","94","28","46","17","28",
"1400000US06001423601","Census Tract 4236.01, Alameda County, California","760","692","0","0","0","0","0","11","0","12","34","58","72","29","82","28","70","88","58","66","37","36","11","68",
"1400000US06001423602","Census Tract 4236.02, Alameda County, California","2214","2162","0","0","0","5","0","0","26","61","115","96","143","201","196","310","222","140","173","217","130","115","12","52",
"1400000US06001423700","Census Tract 4237, Alameda County, California","879","861","7","0","61","29","26","21","13","0","6","16","30","30","76","73","29","65","37","138","74","99","31","18",
"1400000US06001423800","Census Tract 4238, Alameda County, California","323","287","7","0","0","6","7","0","0","7","0","15","12","0","14","36","13","14","35","27","48","0","46","36",
"1400000US06001423901","Census Tract 4239.01, Alameda County, California","525","505","0","0","0","0","14","22","0","14","41","33","61","54","37","48","42","56","19","32","15","17","0","20",
"1400000US06001423902","Census Tract 4239.02, Alameda County, California","479","473","0","0","0","13","0","0","0","6","6","8","18","57","48","58","51","49","27","30","70","21","11","6",
"1400000US06001424001","Census Tract 4240.01, Alameda County, California","1059","1049","0","0","8","55","8","0","28","29","94","40","77","61","151","108","66","72","79","99","11","47","16","10",
"1400000US06001424002","Census Tract 4240.02, Alameda County, California","488","470","21","0","0","35","8","21","31","11","31","8","20","21","11","30","0","38","43","81","22","38","0","18",
"1400000US06001425100","Census Tract 4251, Alameda County, California","2511","2442","0","9","64","34","10","11","20","40","21","34","88","138","124","160","77","217","205","521","279","324","66","69",
"1400000US06001426100","Census Tract 4261, Alameda County, California","115","115","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","0","69","28","0",
"1400000US06001426200","Census Tract 4262, Alameda County, California","239","239","0","0","0","0","0","0","0","0","0","0","0","0","18","6","0","12","23","12","28","46","94","0",
"1400000US06001427100","Census Tract 4271, Alameda County, California","370","364","0","0","9","0","14","0","0","6","34","19","6","17","0","13","13","49","28","80","36","34","6","6",
"1400000US06001427200","Census Tract 4272, Alameda County, California","1038","1038","0","0","6","16","9","5","9","20","4","48","67","53","97","69","28","150","116","208","110","23","0","0",
"1400000US06001427300","Census Tract 4273, Alameda County, California","1103","1092","0","0","33","16","31","17","99","20","63","27","54","37","47","57","50","169","79","113","50","117","13","11",
"1400000US06001427400","Census Tract 4274, Alameda County, California","376","68","0","0","7","0","0","0","0","0","0","0","14","0","0","0","0","0","29","12","0","6","0","308",
"1400000US06001427500","Census Tract 4275, Alameda County, California","101","101","0","0","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","7","0","66","18","0",
"1400000US06001427600","Census Tract 4276, Alameda County, California","1408","1402","7","2","12","6","32","31","8","16","27","21","34","113","60","158","119","315","277","122","13","29","0","6",
"1400000US06001427700","Census Tract 4277, Alameda County, California","1577","1562","0","6","5","8","0","8","15","24","8","38","19","13","30","84","90","175","196","534","167","127","15","15",
"1400000US06001427800","Census Tract 4278, Alameda County, California","1297","1275","0","0","8","8","28","11","21","32","17","79","52","75","99","46","133","230","131","184","57","56","8","22",
"1400000US06001427900","Census Tract 4279, Alameda County, California","1398","1371","0","0","27","36","8","0","7","17","30","34","39","124","121","133","71","164","142","306","101","11","0","27",
"1400000US06001428000","Census Tract 4280, Alameda County, California","1177","1169","0","14","6","10","0","22","0","0","0","30","55","40","96","98","156","243","146","146","67","15","25","8",
"1400000US06001428100","Census Tract 4281, Alameda County, California","944","930","0","0","8","23","0","13","26","24","20","34","14","43","64","54","52","81","112","199","70","93","0","14",
"1400000US06001428200","Census Tract 4282, Alameda County, California","1109","1085","8","17","19","8","10","9","0","29","0","39","29","21","38","48","8","221","168","262","81","66","4","24",
"1400000US06001428301","Census Tract 4283.01, Alameda County, California","433","425","0","7","0","0","0","14","10","0","10","0","0","35","0","13","0","54","7","24","51","147","53","8",
"1400000US06001428302","Census Tract 4283.02, Alameda County, California","277","258","0","0","9","0","0","0","0","0","0","0","0","13","0","0","0","16","0","15","9","50","146","19",
"1400000US06001428400","Census Tract 4284, Alameda County, California","1360","1353","0","0","0","12","0","6","15","14","14","19","47","104","105","107","70","209","172","238","176","45","0","7",
"1400000US06001428500","Census Tract 4285, Alameda County, California","1022","993","0","0","0","0","0","8","0","15","0","13","7","7","21","16","14","92","119","370","197","81","33","29",
"1400000US06001428600","Census Tract 4286, Alameda County, California","745","733","9","0","4","0","7","0","6","0","15","5","24","6","28","8","36","8","78","155","109","229","6","12",
"1400000US06001430100","Census Tract 4301, Alameda County, California","161","149","0","0","0","0","0","0","0","0","0","0","0","9","12","30","0","10","0","19","12","36","21","12",
"1400000US06001430200","Census Tract 4302, Alameda County, California","199","199","0","10","0","0","0","0","0","9","0","8","0","10","9","0","0","18","10","11","63","51","0","0",
"1400000US06001430300","Census Tract 4303, Alameda County, California","116","112","0","0","0","0","5","0","0","5","5","0","5","0","0","5","0","21","0","25","24","12","5","4",
"1400000US06001430400","Census Tract 4304, Alameda County, California","33","29","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","15","0","9","0","4",
"1400000US06001430500","Census Tract 4305, Alameda County, California","867","867","0","0","0","0","0","6","8","9","0","7","22","32","100","50","75","142","146","186","61","5","18","0",
"1400000US06001430600","Census Tract 4306, Alameda County, California","304","289","0","0","0","0","0","0","0","0","0","0","8","8","0","13","8","0","39","112","36","43","22","15",
"1400000US06001430700","Census Tract 4307, Alameda County, California","259","250","0","0","0","0","0","0","0","0","7","0","8","13","5","23","16","23","40","46","25","36","8","9",
"1400000US06001430800","Census Tract 4308, Alameda County, California","648","627","0","0","0","0","0","10","0","14","0","7","10","17","32","26","14","75","108","159","124","31","0","21",
