"GEO_ID","NAME","P002001","P002001ERR","P002002","P002003","P002004","P002005","P002006",
"1400000US06001404502","Census Tract 4045.02, Alameda County, California","5784","null","5784","5784","0","0","0",
"1400000US06001404600","Census Tract 4046, Alameda County, California","4353","null","4353","4353","0","0","0",
"1400000US06001404700","Census Tract 4047, Alameda County, California","1954","null","1954","1954","0","0","0",
"1400000US06001404800","Census Tract 4048, Alameda County, California","2684","null","2684","2684","0","0","0",
"1400000US06001404900","Census Tract 4049, Alameda County, California","4129","null","4129","4129","0","0","0",
"1400000US06001405000","Census Tract 4050, Alameda County, California","3136","null","3136","3136","0","0","0",
"1400000US06001405100","Census Tract 4051, Alameda County, California","4197","null","4197","4197","0","0","0",
"1400000US06001405200","Census Tract 4052, Alameda County, California","4597","null","4597","4597","0","0","0",
"1400000US06001405301","Census Tract 4053.01, Alameda County, California","2603","null","2603","2603","0","0","0",
"1400000US06001405302","Census Tract 4053.02, Alameda County, California","2530","null","2530","2530","0","0","0",
"1400000US06001405401","Census Tract 4054.01, Alameda County, California","3957","null","3957","3957","0","0","0",
"1400000US06001405402","Census Tract 4054.02, Alameda County, California","3114","null","3114","3114","0","0","0",
"1400000US06001405500","Census Tract 4055, Alameda County, California","3643","null","3643","3643","0","0","0",
"1400000US06001405600","Census Tract 4056, Alameda County, California","3137","null","3137","3137","0","0","0",
"1400000US06001405700","Census Tract 4057, Alameda County, California","3243","null","3243","3243","0","0","0",
"1400000US06001405800","Census Tract 4058, Alameda County, California","3965","null","3965","3965","0","0","0",
"1400000US06001405901","Census Tract 4059.01, Alameda County, California","3910","null","3910","3910","0","0","0",
"1400000US06001405902","Census Tract 4059.02, Alameda County, California","3035","null","3035","3035","0","0","0",
"1400000US06001406000","Census Tract 4060, Alameda County, California","3450","null","3450","3450","0","0","0",
"1400000US06001406100","Census Tract 4061, Alameda County, California","4381","null","4381","4381","0","0","0",
"1400000US06001406201","Census Tract 4062.01, Alameda County, California","4649","null","4649","4649","0","0","0",
"1400000US06001406202","Census Tract 4062.02, Alameda County, California","4718","null","4718","4718","0","0","0",
"1400000US06001406300","Census Tract 4063, Alameda County, California","4113","null","4113","4113","0","0","0",
"1400000US06001406400","Census Tract 4064, Alameda County, California","2145","null","2145","2145","0","0","0",
"1400000US06001406500","Census Tract 4065, Alameda County, California","5930","null","5930","5930","0","0","0",
"1400000US06001406601","Census Tract 4066.01, Alameda County, California","4596","null","4596","4596","0","0","0",
"1400000US06001406602","Census Tract 4066.02, Alameda County, California","2493","null","2493","2493","0","0","0",
"1400000US06001406700","Census Tract 4067, Alameda County, California","5048","null","5048","5048","0","0","0",
"1400000US06001406800","Census Tract 4068, Alameda County, California","3428","null","3428","3428","0","0","0",
"1400000US06001406900","Census Tract 4069, Alameda County, California","3719","null","3719","3719","0","0","0",
"1400000US06001407000","Census Tract 4070, Alameda County, California","5885","null","5885","5885","0","0","0",
"1400000US06001407101","Census Tract 4071.01, Alameda County, California","3414","null","3414","3414","0","0","0",
"1400000US06001407102","Census Tract 4071.02, Alameda County, California","4351","null","4351","4351","0","0","0",
"1400000US06001407200","Census Tract 4072, Alameda County, California","6746","null","6746","6746","0","0","0",
"1400000US06001407300","Census Tract 4073, Alameda County, California","2598","null","2598","2598","0","0","0",
"1400000US06001407400","Census Tract 4074, Alameda County, California","3954","null","3954","3954","0","0","0",
"1400000US06001407500","Census Tract 4075, Alameda County, California","3931","null","3931","3931","0","0","0",
"1400000US06001407600","Census Tract 4076, Alameda County, California","6027","null","6027","6027","0","0","0",
"1400000US06001407700","Census Tract 4077, Alameda County, California","4109","null","4109","4109","0","0","0",
"1400000US06001407800","Census Tract 4078, Alameda County, California","2425","null","2425","2425","0","0","0",
"1400000US06001407900","Census Tract 4079, Alameda County, California","2706","null","2706","2706","0","0","0",
"1400000US06001408000","Census Tract 4080, Alameda County, California","2671","null","2671","2671","0","0","0",
"1400000US06001408100","Census Tract 4081, Alameda County, California","5991","null","5982","5982","0","9","0",
"1400000US06001408200","Census Tract 4082, Alameda County, California","4054","null","4054","4054","0","0","0",
"1400000US06001408300","Census Tract 4083, Alameda County, California","4167","null","4167","4167","0","0","0",
"1400000US06001408400","Census Tract 4084, Alameda County, California","3323","null","3323","3323","0","0","0",
"1400000US06001408500","Census Tract 4085, Alameda County, California","4972","null","4972","4972","0","0","0",
"1400000US06001408600","Census Tract 4086, Alameda County, California","5492","null","5492","5492","0","0","0",
"1400000US06001408700","Census Tract 4087, Alameda County, California","7207","null","7207","7207","0","0","0",
"1400000US06001408800","Census Tract 4088, Alameda County, California","5547","null","5547","5547","0","0","0",
"1400000US06001408900","Census Tract 4089, Alameda County, California","3414","null","3414","3414","0","0","0",
"1400000US06001409000","Census Tract 4090, Alameda County, California","3552","null","3552","3552","0","0","0",
"1400000US06001409100","Census Tract 4091, Alameda County, California","2255","null","2255","2255","0","0","0",
"1400000US06001409200","Census Tract 4092, Alameda County, California","3152","null","3152","3152","0","0","0",
"1400000US06001409300","Census Tract 4093, Alameda County, California","5229","null","5229","5229","0","0","0",
"1400000US06001409400","Census Tract 4094, Alameda County, California","4306","null","4306","4306","0","0","0",
"1400000US06001409500","Census Tract 4095, Alameda County, California","3122","null","3122","3122","0","0","0",
"1400000US06001409600","Census Tract 4096, Alameda County, California","5063","null","5063","5063","0","0","0",
"1400000US06001409700","Census Tract 4097, Alameda County, California","4696","null","4696","4696","0","0","0",
"1400000US06001409800","Census Tract 4098, Alameda County, California","2887","null","2887","2887","0","0","0",
"1400000US06001409900","Census Tract 4099, Alameda County, California","3308","null","3308","3308","0","0","0",
"1400000US06001410000","Census Tract 4100, Alameda County, California","2805","null","2805","2805","0","0","0",
"1400000US06001410100","Census Tract 4101, Alameda County, California","2406","null","2406","2406","0","0","0",
"1400000US06001410200","Census Tract 4102, Alameda County, California","3062","null","3062","3062","0","0","0",
"1400000US06001410300","Census Tract 4103, Alameda County, California","3536","null","3536","3536","0","0","0",
"1400000US06001410400","Census Tract 4104, Alameda County, California","3792","null","3792","3792","0","0","0",
"1400000US06001410500","Census Tract 4105, Alameda County, California","2193","null","2193","2193","0","0","0",
"1400000US06001420100","Census Tract 4201, Alameda County, California","2355","null","2355","2355","0","0","0",
"1400000US06001420200","Census Tract 4202, Alameda County, California","2898","null","2898","2898","0","0","0",
"1400000US06001420300","Census Tract 4203, Alameda County, California","4571","null","4571","4571","0","0","0",
"1400000US06001420400","Census Tract 4204, Alameda County, California","3124","null","3124","3124","0","0","0",
"1400000US06001420500","Census Tract 4205, Alameda County, California","2308","null","2308","2308","0","0","0",
"1400000US06001420600","Census Tract 4206, Alameda County, California","3283","null","3283","3283","0","0","0",
"1400000US06001421100","Census Tract 4211, Alameda County, California","1992","null","1992","1992","0","0","0",
"1400000US06001421200","Census Tract 4212, Alameda County, California","3563","null","3563","3563","0","0","0",
"1400000US06001421300","Census Tract 4213, Alameda County, California","3844","null","3844","3844","0","0","0",
"1400000US06001421400","Census Tract 4214, Alameda County, California","1593","null","1593","1593","0","0","0",
"1400000US06001421500","Census Tract 4215, Alameda County, California","3640","null","3640","3640","0","0","0",
"1400000US06001421600","Census Tract 4216, Alameda County, California","3558","null","3558","3558","0","0","0",
"1400000US06001421700","Census Tract 4217, Alameda County, California","3198","null","3198","3198","0","0","0",
"1400000US06001421800","Census Tract 4218, Alameda County, California","2007","null","2007","2007","0","0","0",
"1400000US06001421900","Census Tract 4219, Alameda County, California","3632","null","3632","3632","0","0","0",
"1400000US06001422000","Census Tract 4220, Alameda County, California","1756","null","1756","1756","0","0","0",
"1400000US06001422100","Census Tract 4221, Alameda County, California","2685","null","2685","2685","0","0","0",
"1400000US06001422200","Census Tract 4222, Alameda County, California","3144","null","3144","3144","0","0","0",
"1400000US06001422300","Census Tract 4223, Alameda County, California","3387","null","3387","3387","0","0","0",
"1400000US06001422400","Census Tract 4224, Alameda County, California","4196","null","4196","4196","0","0","0",
"1400000US06001422500","Census Tract 4225, Alameda County, California","4658","null","4658","4658","0","0","0",
"1400000US06001422600","Census Tract 4226, Alameda County, California","1215","null","1215","1215","0","0","0",
"1400000US06001422700","Census Tract 4227, Alameda County, California","4885","null","4885","4885","0","0","0",
"1400000US06001422800","Census Tract 4228, Alameda County, California","8368","null","8368","8368","0","0","0",
"1400000US06001422900","Census Tract 4229, Alameda County, California","4336","null","4336","4336","0","0","0",
"1400000US06001423000","Census Tract 4230, Alameda County, California","4396","null","4396","4396","0","0","0",
"1400000US06001423100","Census Tract 4231, Alameda County, California","3964","null","3964","3964","0","0","0",
"1400000US06001423200","Census Tract 4232, Alameda County, California","2794","null","2794","2794","0","0","0",
"1400000US06001423300","Census Tract 4233, Alameda County, California","3647","null","3647","3647","0","0","0",
"1400000US06001423400","Census Tract 4234, Alameda County, California","4685","null","4685","4685","0","0","0",
"1400000US06001423500","Census Tract 4235, Alameda County, California","3118","null","3118","3118","0","0","0",
"1400000US06001423601","Census Tract 4236.01, Alameda County, California","2642","null","2642","2642","0","0","0",
"1400000US06001423602","Census Tract 4236.02, Alameda County, California","5659","null","5659","5659","0","0","0",
"1400000US06001423700","Census Tract 4237, Alameda County, California","3633","null","3633","3633","0","0","0",
"1400000US06001423800","Census Tract 4238, Alameda County, California","2925","null","2925","2925","0","0","0",
"1400000US06001423901","Census Tract 4239.01, Alameda County, California","2020","null","2020","2020","0","0","0",
"1400000US06001423902","Census Tract 4239.02, Alameda County, California","1552","null","1552","1552","0","0","0",
"1400000US06001424001","Census Tract 4240.01, Alameda County, California","3716","null","3716","3716","0","0","0",
"1400000US06001424002","Census Tract 4240.02, Alameda County, California","2172","null","2172","2172","0","0","0",
"1400000US06001425101","Census Tract 4251.01, Alameda County, California","1596","null","1596","1596","0","0","0",
"1400000US06001425102","Census Tract 4251.02, Alameda County, California","2807","null","2807","2807","0","0","0",
"1400000US06001425103","Census Tract 4251.03, Alameda County, California","2502","null","2502","2502","0","0","0",
"1400000US06001425104","Census Tract 4251.04, Alameda County, California","3175","null","3175","3175","0","0","0",
"1400000US06001426100","Census Tract 4261, Alameda County, California","5922","null","5922","5922","0","0","0",
"1400000US06001426200","Census Tract 4262, Alameda County, California","4745","null","4745","4745","0","0","0",
"1400000US06001427100","Census Tract 4271, Alameda County, California","3646","null","3646","3646","0","0","0",
"1400000US06001427200","Census Tract 4272, Alameda County, California","4107","null","4107","4107","0","0","0",
"1400000US06001427300","Census Tract 4273, Alameda County, California","4896","null","4896","4896","0","0","0",
"1400000US06001427600","Census Tract 4276, Alameda County, California","4722","null","4722","4722","0","0","0",
"1400000US06001427700","Census Tract 4277, Alameda County, California","4866","null","4866","4866","0","0","0",
"1400000US06001427800","Census Tract 4278, Alameda County, California","4640","null","4640","4640","0","0","0",
"1400000US06001427900","Census Tract 4279, Alameda County, California","4567","null","4567","4567","0","0","0",
"1400000US06001428000","Census Tract 4280, Alameda County, California","2928","null","2928","2928","0","0","0",
"1400000US06001428100","Census Tract 4281, Alameda County, California","4651","null","4651","4651","0","0","0",
"1400000US06001428200","Census Tract 4282, Alameda County, California","6259","null","6259","6259","0","0","0",
"1400000US06001428301","Census Tract 4283.01, Alameda County, California","6526","null","6526","6526","0","0","0",
"1400000US06001428302","Census Tract 4283.02, Alameda County, California","7074","null","7074","7074","0","0","0",
"1400000US06001428400","Census Tract 4284, Alameda County, California","4357","null","4357","4357","0","0","0",
"1400000US06001428500","Census Tract 4285, Alameda County, California","3183","null","3183","3183","0","0","0",
"1400000US06001428600","Census Tract 4286, Alameda County, California","3271","null","3271","3271","0","0","0",
"1400000US06001428700","Census Tract 4287, Alameda County, California","4119","null","4119","4119","0","0","0",
"1400000US06001430101","Census Tract 4301.01, Alameda County, California","6523","null","6442","6442","0","81","0",
"1400000US06001430102","Census Tract 4301.02, Alameda County, California","2285","null","2002","2002","0","283","0",
"1400000US06001430200","Census Tract 4302, Alameda County, California","6916","null","6916","6916","0","0","0",
"1400000US06001430300","Census Tract 4303, Alameda County, California","3670","null","3670","3670","0","0","0",
"1400000US06001430400","Census Tract 4304, Alameda County, California","2046","null","2046","2046","0","0","0",
"1400000US06001430500","Census Tract 4305, Alameda County, California","6049","null","6049","6049","0","0","0",
"1400000US06001430600","Census Tract 4306, Alameda County, California","5887","null","5887","5887","0","0","0",
"1400000US06001430700","Census Tract 4307, Alameda County, California","3814","null","3814","3814","0","0","0",
"1400000US06001430800","Census Tract 4308, Alameda County, California","5394","null","5394","5394","0","0","0",
"1400000US06001430900","Census Tract 4309, Alameda County, California","4681","null","4681","4681","0","0","0",
"1400000US06001431000","Census Tract 4310, Alameda County, California","2714","null","2714","2714","0","0","0",
"1400000US06001431100","Census Tract 4311, Alameda County, California","3225","null","3225","3225","0","0","0",
"1400000US06001431200","Census Tract 4312, Alameda County, California","5627","null","5627","5627","0","0","0",
"1400000US06001432100","Census Tract 4321, Alameda County, California","3770","null","3770","3770","0","0","0",
"1400000US06001432200","Census Tract 4322, Alameda County, California","4080","null","4080","4080","0","0","0",
"1400000US06001432300","Census Tract 4323, Alameda County, California","4656","null","4656","4656","0","0","0",
"1400000US06001432400","Census Tract 4324, Alameda County, California","5814","null","5814","5814","0","0","0",
"1400000US06001432501","Census Tract 4325.01, Alameda County, California","4839","null","4839","4839","0","0","0",
"1400000US06001432502","Census Tract 4325.02, Alameda County, California","4485","null","4485","4485","0","0","0",
"1400000US06001432600","Census Tract 4326, Alameda County, California","6842","null","6842","6842","0","0","0",
"1400000US06001432700","Census Tract 4327, Alameda County, California","2478","null","2478","2478","0","0","0",
"1400000US06001432800","Census Tract 4328, Alameda County, California","3729","null","3729","3729","0","0","0",
"1400000US06001433000","Census Tract 4330, Alameda County, California","3832","null","3832","3832","0","0","0",
"1400000US06001433102","Census Tract 4331.02, Alameda County, California","3989","null","3989","3989","0","0","0",
"1400000US06001433103","Census Tract 4331.03, Alameda County, California","3530","null","3530","3530","0","0","0",
"1400000US06001433104","Census Tract 4331.04, Alameda County, California","3760","null","3760","3760","0","0","0",
"1400000US06001433200","Census Tract 4332, Alameda County, California","6897","null","6897","6897","0","0","0",
"1400000US06001433300","Census Tract 4333, Alameda County, California","6834","null","6834","6834","0","0","0",
"1400000US06001433400","Census Tract 4334, Alameda County, California","6305","null","6305","6305","0","0","0",
"1400000US06001433500","Census Tract 4335, Alameda County, California","4352","null","4352","4352","0","0","0",
"1400000US06001433600","Census Tract 4336, Alameda County, California","5978","null","5978","5978","0","0","0",
"1400000US06001433700","Census Tract 4337, Alameda County, California","3182","null","3182","3182","0","0","0",
"1400000US06001433800","Census Tract 4338, Alameda County, California","7369","null","7369","7369","0","0","0",
"1400000US06001433900","Census Tract 4339, Alameda County, California","6599","null","6599","6599","0","0","0",
"1400000US06001434000","Census Tract 4340, Alameda County, California","4884","null","4884","4884","0","0","0",
"1400000US06001435102","Census Tract 4351.02, Alameda County, California","5179","null","5179","5179","0","0","0",
"1400000US06001435103","Census Tract 4351.03, Alameda County, California","6403","null","6136","6136","0","267","0",
"1400000US06001435104","Census Tract 4351.04, Alameda County, California","5216","null","5216","5216","0","0","0",
"1400000US06001435200","Census Tract 4352, Alameda County, California","4140","null","4140","4140","0","0","0",
"1400000US06001435300","Census Tract 4353, Alameda County, California","4479","null","4479","4479","0","0","0",
"1400000US06001435400","Census Tract 4354, Alameda County, California","4503","null","4503","4503","0","0","0",
"1400000US06001435500","Census Tract 4355, Alameda County, California","3725","null","3725","3725","0","0","0",
"1400000US06001435601","Census Tract 4356.01, Alameda County, California","4902","null","4902","4902","0","0","0",
"1400000US06001435602","Census Tract 4356.02, Alameda County, California","5329","null","5329","5329","0","0","0",
"1400000US06001435700","Census Tract 4357, Alameda County, California","4594","null","4594","4594","0","0","0",
"1400000US06001435800","Census Tract 4358, Alameda County, California","5382","null","5382","5382","0","0","0",
"1400000US06001435900","Census Tract 4359, Alameda County, California","5073","null","5073","5073","0","0","0",
"1400000US06001436000","Census Tract 4360, Alameda County, California","4557","null","4557","4557","0","0","0",
"1400000US06001436100","Census Tract 4361, Alameda County, California","5261","null","5261","5261","0","0","0",
"1400000US06001436200","Census Tract 4362, Alameda County, California","3827","null","3827","3827","0","0","0",
"1400000US06001436300","Census Tract 4363, Alameda County, California","7129","null","7129","7129","0","0","0",
"1400000US06001436401","Census Tract 4364.01, Alameda County, California","7042","null","7042","7042","0","0","0",
"1400000US06001436402","Census Tract 4364.02, Alameda County, California","2618","null","2618","2618","0","0","0",
"1400000US06001436500","Census Tract 4365, Alameda County, California","4583","null","4583","4583","0","0","0",
"1400000US06001436601","Census Tract 4366.01, Alameda County, California","6091","null","6091","6091","0","0","0",
"1400000US06001436602","Census Tract 4366.02, Alameda County, California","4571","null","4571","4571","0","0","0",
"1400000US06001436700","Census Tract 4367, Alameda County, California","3284","null","3284","3284","0","0","0",
"1400000US06001436800","Census Tract 4368, Alameda County, California","4027","null","4027","4027","0","0","0",
"1400000US06001436900","Census Tract 4369, Alameda County, California","6724","null","6724","6724","0","0","0",
"1400000US06001437000","Census Tract 4370, Alameda County, California","3473","null","3473","3473","0","0","0",
"1400000US06001437101","Census Tract 4371.01, Alameda County, California","6448","null","6448","6448","0","0","0",
"1400000US06001437102","Census Tract 4371.02, Alameda County, California","4251","null","4251","4251","0","0","0",
"1400000US06001437200","Census Tract 4372, Alameda County, California","6755","null","6755","6755","0","0","0",
"1400000US06001437300","Census Tract 4373, Alameda County, California","3111","null","3111","3111","0","0","0",
"1400000US06001437400","Census Tract 4374, Alameda County, California","3408","null","3408","3408","0","0","0",
"1400000US06001437500","Census Tract 4375, Alameda County, California","4528","null","4528","4528","0","0","0",
"1400000US06001437600","Census Tract 4376, Alameda County, California","3217","null","3217","3217","0","0","0",
"1400000US06001437701","Census Tract 4377.01, Alameda County, California","3649","null","3649","3649","0","0","0",
"1400000US06001437702","Census Tract 4377.02, Alameda County, California","4256","null","4256","4256","0","0","0",
"1400000US06001437800","Census Tract 4378, Alameda County, California","4621","null","4621","4621","0","0","0",
"1400000US06001437900","Census Tract 4379, Alameda County, California","2338","null","2338","2338","0","0","0",
"1400000US06001438000","Census Tract 4380, Alameda County, California","3283","null","3283","3283","0","0","0",
"1400000US06001438100","Census Tract 4381, Alameda County, California","7675","null","7675","7675","0","0","0",
"1400000US06001438201","Census Tract 4382.01, Alameda County, California","4540","null","4540","4540","0","0","0",
"1400000US06001438203","Census Tract 4382.03, Alameda County, California","3920","null","3920","3920","0","0","0",
"1400000US06001438204","Census Tract 4382.04, Alameda County, California","5368","null","5368","5368","0","0","0",
"1400000US06001438300","Census Tract 4383, Alameda County, California","3731","null","3731","3731","0","0","0",
"1400000US06001438400","Census Tract 4384, Alameda County, California","2331","null","2331","2331","0","0","0",
"1400000US06001440100","Census Tract 4401, Alameda County, California","2310","null","2257","2257","0","53","0",
"1400000US06001440200","Census Tract 4402, Alameda County, California","5989","null","5989","5989","0","0","0",
"1400000US06001440301","Census Tract 4403.01, Alameda County, California","7312","null","7312","7312","0","0","0",
"1400000US06001440304","Census Tract 4403.04, Alameda County, California","4674","null","4674","4674","0","0","0",
"1400000US06001440305","Census Tract 4403.05, Alameda County, California","3883","null","3883","3883","0","0","0",
"1400000US06001440306","Census Tract 4403.06, Alameda County, California","3841","null","3841","3841","0","0","0",
"1400000US06001440307","Census Tract 4403.07, Alameda County, California","4219","null","4219","4219","0","0","0",
"1400000US06001440308","Census Tract 4403.08, Alameda County, California","5883","null","5883","5883","0","0","0",
"1400000US06001440331","Census Tract 4403.31, Alameda County, California","3205","null","3205","3205","0","0","0",
"1400000US06001440332","Census Tract 4403.32, Alameda County, California","3310","null","3310","3310","0","0","0",
"1400000US06001440333","Census Tract 4403.33, Alameda County, California","2839","null","2839","2839","0","0","0",
"1400000US06001440334","Census Tract 4403.34, Alameda County, California","4016","null","4016","4016","0","0","0",
"1400000US06001440335","Census Tract 4403.35, Alameda County, California","6496","null","6496","6496","0","0","0",
"1400000US06001440336","Census Tract 4403.36, Alameda County, California","4459","null","4459","4459","0","0","0",
"1400000US06001441100","Census Tract 4411, Alameda County, California","4308","null","4185","4185","0","123","0",
"1400000US06001441200","Census Tract 4412, Alameda County, California","6816","null","6816","6816","0","0","0",
"1400000US06001441301","Census Tract 4413.01, Alameda County, California","3179","null","3179","3179","0","0","0",
"1400000US06001441302","Census Tract 4413.02, Alameda County, California","5553","null","5553","5553","0","0","0",
"1400000US06001441401","Census Tract 4414.01, Alameda County, California","6931","null","6931","6931","0","0","0",
"1400000US06001441402","Census Tract 4414.02, Alameda County, California","5233","null","5233","5233","0","0","0",
"1400000US06001441501","Census Tract 4415.01, Alameda County, California","6068","null","6068","6068","0","0","0",
"1400000US06001441503","Census Tract 4415.03, Alameda County, California","5389","null","5389","5389","0","0","0",
"1400000US06001441521","Census Tract 4415.21, Alameda County, California","5869","null","5869","5869","0","0","0",
"1400000US06001441522","Census Tract 4415.22, Alameda County, California","4980","null","4980","4980","0","0","0",
"1400000US06001441523","Census Tract 4415.23, Alameda County, California","4077","null","4077","4077","0","0","0",
"1400000US06001441524","Census Tract 4415.24, Alameda County, California","4010","null","4010","4010","0","0","0",
"1400000US06001441601","Census Tract 4416.01, Alameda County, California","4561","null","4561","4561","0","0","0",
"1400000US06001441602","Census Tract 4416.02, Alameda County, California","6802","null","6802","6802","0","0","0",
"1400000US06001441700","Census Tract 4417, Alameda County, California","7436","null","7436","7436","0","0","0",
"1400000US06001441800","Census Tract 4418, Alameda County, California","6786","null","6786","6786","0","0","0",
"1400000US06001441921","Census Tract 4419.21, Alameda County, California","3663","null","3663","3663","0","0","0",
"1400000US06001441923","Census Tract 4419.23, Alameda County, California","5605","null","5605","5605","0","0","0",
"1400000US06001441924","Census Tract 4419.24, Alameda County, California","7301","null","7301","7301","0","0","0",
"1400000US06001441925","Census Tract 4419.25, Alameda County, California","6159","null","6159","6159","0","0","0",
"1400000US06001441926","Census Tract 4419.26, Alameda County, California","4080","null","4080","4080","0","0","0",
"1400000US06001441927","Census Tract 4419.27, Alameda County, California","4103","null","4103","4103","0","0","0",
"1400000US06001442000","Census Tract 4420, Alameda County, California","3212","null","3109","3109","0","103","0",
"1400000US06001442100","Census Tract 4421, Alameda County, California","5166","null","5166","5166","0","0","0",
"1400000US06001442200","Census Tract 4422, Alameda County, California","6875","null","6875","6875","0","0","0",
"1400000US06001442301","Census Tract 4423.01, Alameda County, California","4388","null","4388","4388","0","0","0",
"1400000US06001442302","Census Tract 4423.02, Alameda County, California","4788","null","4788","4788","0","0","0",
"1400000US06001442400","Census Tract 4424, Alameda County, California","6253","null","6253","6253","0","0","0",
"1400000US06001442500","Census Tract 4425, Alameda County, California","7371","null","7371","7371","0","0","0",
"1400000US06001442601","Census Tract 4426.01, Alameda County, California","3844","null","3844","3844","0","0","0",
"1400000US06001442602","Census Tract 4426.02, Alameda County, California","5074","null","5074","5074","0","0","0",
"1400000US06001442700","Census Tract 4427, Alameda County, California","2873","null","2873","2873","0","0","0",
"1400000US06001442800","Census Tract 4428, Alameda County, California","2816","null","2816","2816","0","0","0",
"1400000US06001442900","Census Tract 4429, Alameda County, California","7194","null","7194","7194","0","0","0",
"1400000US06001443001","Census Tract 4430.01, Alameda County, California","2917","null","2917","2917","0","0","0",
"1400000US06001443002","Census Tract 4430.02, Alameda County, California","5918","null","5918","5918","0","0","0",
"1400000US06001443102","Census Tract 4431.02, Alameda County, California","4611","null","4611","4611","0","0","0",
"1400000US06001443103","Census Tract 4431.03, Alameda County, California","4029","null","3563","3563","0","466","0",
"1400000US06001443104","Census Tract 4431.04, Alameda County, California","5558","null","5558","5558","0","0","0",
