"GEO_ID","NAME","P002001","P002001ERR","P002002","P002003","P002004","P002005","P002006","P002007","P002008","P002009","P002010","P002011","P002012","P002013","P002014","P002015","P002016","P002017","P002018","P002019","P002020","P002021","P002022","P002023","P002024","P002025","P002026","P002027","P002028","P002029","P002030","P002031","P002032","P002033","P002034","P002035","P002036","P002037","P002038","P002039","P002040","P002041","P002042","P002043","P002044","P002045","P002046","P002047","P002048","P002049","P002050","P002051","P002052","P002053","P002054","P002055","P002056","P002057","P002058","P002059","P002060","P002061","P002062","P002063","P002064","P002065","P002066","P002067","P002068","P002069","P002070","P002071","P002072","P002073",
"0500000US06019","Fresno County, California","930450","null","468070","462380","445172","304522","45005","5979","86856","1066","1744","17208","16052","3037","3814","4859","431","585","534","534","58","163","540","20","67","444","946","20","1069","391","153","17","38","128","20","27","181","36","7","22","4","4","21","4","1","9","2","0","4","83","37","14","8","9","4","0","5","1","0","5","0","0","0","0","0","4","3","1","0","0","0","0","0","0",
"0500000US06021","Glenn County, California","28122","null","10539","17583","17121","15717","192","477","674","22","39","462","431","64","239","81","9","10","4","3","1","0","11","0","1","2","6","0","31","9","6","0","0","7","2","0","5","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06023","Humboldt County, California","134623","null","13211","121412","115866","103958","1393","6961","2854","332","368","5546","5142","559","3140","931","155","109","69","30","11","4","50","11","14","40","17","2","365","158","29","7","5","54","26","10","62","1","1","2","2","2","1","0","0","5","0","0","0","32","10","8","1","6","3","0","4","0","0","0","0","0","0","0","0","7","5","0","0","0","0","2","0","0",
"0500000US06025","Imperial County, California","174528","null","140271","34257","33160","23927","5114","1642","2201","87","189","1097","1014","172","304","273","34","51","67","31","0","12","18","0","1","14","36","1","75","24","9","1","3","8","0","6","17","1","0","4","2","0","0","0","0","0","0","0","0","8","5","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06027","Inyo County, California","18546","null","3597","14949","14558","12296","102","1895","229","15","21","391","375","19","242","73","8","12","5","0","0","0","6","8","1","1","0","0","16","4","0","0","0","2","1","1","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06029","Kern County, California","839631","null","413033","426598","410631","323794","45377","5893","33100","995","1472","15967","14945","3251","5122","3714","354","411","513","406","87","125","158","23","27","289","447","18","948","378","126","20","28","137","17","21","141","21","1","9","0","7","20","2","7","2","4","0","7","54","20","14","2","3","0","0","9","3","0","1","2","0","0","0","0","19","19","0","0","0","0","0","1","1",
"0500000US06031","Kings County, California","152982","null","77866","75116","71860","53879","10314","1297","5339","228","803","3256","2979","747","556","1132","126","81","60","111","19","21","15","5","2","73","29","2","248","55","65","6","4","25","9","3","58","16","1","3","1","0","1","1","0","0","0","0","0","27","19","2","0","2","0","0","3","0","0","1","0","0","0","0","0","2","0","2","0","0","0","0","0","0",
"0500000US06033","Lake County, California","64665","null","11088","53577","51553","47938","1186","1530","695","97","107","2024","1850","313","1009","256","107","30","41","15","2","2","29","27","3","10","6","0","162","64","16","2","8","21","16","2","23","2","6","0","0","0","0","0","0","2","0","0","0","11","2","0","1","0","0","0","7","0","1","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0",
"0500000US06035","Lassen County, California","34895","null","6117","28778","27922","23270","2790","999","337","163","363","856","829","126","494","117","39","5","16","2","0","2","8","10","1","9","0","0","24","13","0","0","1","2","4","2","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","2","1","0","0","0","0","0","0",
"0500000US06037","Los Angeles County, California","9818605","null","4687889","5130716","4935795","2728321","815086","18886","1325671","22464","25367","194921","178686","29830","15401","85115","5818","5581","7162","8568","1609","3488","2252","208","301","7202","5716","435","14574","5593","1883","280","457","1221","169","187","2859","558","82","335","60","233","248","135","80","48","25","19","102","1499","762","79","245","109","45","10","161","10","1","21","32","14","3","6","1","147","114","19","3","7","2","2","15","15",
"0500000US06039","Madera County, California","150865","null","80992","69873","67468","57380","5009","1790","2533","107","649","2405","2313","302","1155","456","77","99","43","36","3","6","31","6","17","31","47","4","87","33","9","2","4","14","4","3","12","2","0","1","0","0","0","0","0","0","0","0","3","5","4","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"0500000US06041","Marin County, California","252409","null","39069","213340","206029","183830","6621","531","13577","436","1034","7311","6724","1025","952","3771","186","263","84","107","32","29","38","3","6","96","127","5","540","219","54","5","15","59","9","13","113","25","3","5","8","1","4","2","0","3","0","0","2","44","15","4","2","4","0","0","14","1","0","0","0","4","0","0","0","3","3","0","0","0","0","0","0","0",
"0500000US06043","Mariposa County, California","18251","null","1676","16575","16029","15192","129","459","201","26","22","546","525","56","347","72","13","8","12","1","0","0","3","0","9","4","0","0","20","13","1","0","0","0","0","1","4","0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06045","Mendocino County, California","87841","null","19505","68336","65904","60249","544","3486","1402","92","131","2432","2265","275","1338","373","80","49","34","7","6","2","34","16","20","14","15","2","152","64","14","0","3","33","5","3","20","2","0","2","0","1","0","0","1","3","0","0","1","15","4","0","3","5","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06047","Merced County, California","255793","null","140485","115308","110608","81599","8785","1126","18183","476","439","4700","4329","884","1015","1170","220","151","98","164","26","24","114","14","11","127","304","7","324","100","41","10","6","37","13","2","76","5","7","6","0","2","2","7","3","3","0","1","3","41","13","2","3","12","1","0","5","0","0","2","0","0","0","0","3","6","6","0","0","0","0","0","0","0",
"0500000US06049","Modoc County, California","9686","null","1342","8344","8124","7649","77","293","70","21","14","220","211","20","156","18","6","3","6","1","0","0","0","0","0","1","0","0","9","5","0","0","0","1","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06051","Mono County, California","14202","null","3762","10440","10203","9687","42","239","191","11","33","237","227","36","79","78","12","3","10","0","0","0","5","0","0","4","0","0","10","3","0","0","0","0","0","1","4","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06053","Monterey County, California","415057","null","230003","185054","175482","136435","11300","1361","23777","1868","741","9572","8470","1254","1318","3779","333","209","137","446","65","61","123","17","12","522","156","38","1016","206","219","20","14","174","24","11","230","30","4","28","0","2","24","5","0","9","2","0","14","77","43","8","2","8","6","0","9","0","0","0","0","1","0","0","0","9","9","0","0","0","0","0","0","0",
"0500000US06055","Napa County, California","136484","null","44010","92474","89471","76967","2440","544","8986","313","221","3003","2762","370","733","1089","153","77","36","77","4","11","17","4","3","104","76","8","221","65","25","2","6","33","3","6","57","6","1","11","0","0","1","2","1","0","1","0","1","14","8","2","1","0","0","0","1","0","0","0","2","0","0","0","0","6","0","6","0","0","0","0","0","0",
"0500000US06057","Nevada County, California","98764","null","8439","90325","87953","85477","341","793","1124","96","122","2372","2200","211","1175","554","89","62","16","17","1","1","24","6","4","31","8","1","152","43","15","1","1","24","23","3","33","2","0","3","0","1","1","0","0","1","0","0","1","16","9","3","0","0","0","0","4","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","3","3",
"0500000US06059","Orange County, California","3010232","null","1012973","1997259","1925142","1328499","44000","6216","532477","8357","5593","72117","67226","7017","7648","39820","2758","1703","603","1611","255","258","689","59","50","2558","2080","117","4506","940","599","93","82","609","62","45","1637","217","18","44","15","15","53","30","6","9","5","0","27","339","155","27","28","30","8","1","68","6","2","9","4","0","1","0","0","45","41","2","0","0","2","0","1","1",
"0500000US06061","Placer County, California","348432","null","44710","303722","293064","265294","4427","2080","19963","697","603","10658","9833","1372","2687","4437","379","212","86","141","20","16","69","12","19","193","179","11","767","195","130","10","15","94","11","20","229","30","4","10","2","3","3","0","1","4","0","0","6","52","21","3","2","3","0","0","15","6","1","1","0","0","0","0","0","6","6","0","0","0","0","0","0","0",
"0500000US06063","Plumas County, California","20007","null","1605","18402","17819","17015","181","460","127","18","18","583","562","69","365","91","14","10","3","1","0","2","1","1","0","5","0","0","19","10","0","0","1","4","1","1","0","0","0","1","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06065","Riverside County, California","2189641","null","995257","1194384","1146274","869068","130823","10931","125921","5849","3682","48110","43871","10358","7338","15663","1887","1273","1632","2056","370","552","328","69","67","1292","884","102","3920","1300","640","151","108","404","46","55","858","109","8","67","21","19","68","29","4","14","4","2","13","296","104","27","42","50","15","1","45","0","2","6","2","1","0","1","0","22","18","0","0","0","4","0","1","1",
"0500000US06067","Sacramento County, California","1418788","null","306196","1112592","1050451","687166","139949","7875","198944","13099","3418","62141","55821","13128","8604","18019","1662","1011","2779","2983","549","374","661","101","65","3611","1498","776","5726","2016","1093","142","117","577","99","53","853","85","27","160","46","56","115","40","10","61","12","2","162","523","287","24","61","56","16","1","47","6","0","6","13","2","2","2","0","69","58","1","4","4","1","1","2","2",
"0500000US06069","San Benito County, California","55269","null","31186","24083","23170","21154","355","231","1298","65","67","913","832","95","234","341","43","18","9","18","2","3","18","0","8","13","28","2","79","25","12","0","0","15","0","1","22","0","0","1","0","0","1","0","0","0","0","0","2","2","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06071","San Bernardino County, California","2035210","null","1001145","1034065","990699","677598","170700","8523","123978","5845","4055","43366","39617","10034","7339","11876","1415","1167","1981","2004","486","658","333","69","88","1252","809","106","3406","1340","487","122","134","254","51","49","605","67","15","64","26","44","66","16","19","19","5","0","23","311","114","18","68","44","9","2","34","3","0","2","8","3","1","5","0","28","18","6","0","3","1","0","4","4",
"0500000US06073","San Diego County, California","3095313","null","991348","2103965","2009022","1500047","146600","14098","328058","13504","6715","94943","87238","14338","10097","42857","4274","1977","1928","4524","870","551","721","109","86","3180","1613","113","6982","1933","1256","221","142","712","120","67","1837","210","24","125","21","29","157","42","18","29","8","3","28","651","293","46","32","97","15","1","119","7","8","14","18","1","0","0","0","71","61","5","1","1","3","0","1","1",
"0500000US06075","San Francisco County, California","805235","null","121774","683461","657382","337451","46781","1828","265700","3128","2494","26079","23898","3129","2006","13193","474","566","801","1237","228","171","316","29","19","939","757","33","1919","684","275","46","52","216","11","11","379","100","4","50","5","28","26","9","1","6","0","0","16","230","126","23","19","15","6","2","21","2","0","1","6","2","0","7","0","31","28","0","2","0","1","0","1","1",
"0500000US06077","San Joaquin County, California","685306","null","266341","418965","396816","245919","48540","3179","94547","3248","1383","22149","20149","3436","3384","7399","712","406","737","1112","140","139","427","47","27","1146","931","106","1804","519","266","33","27","279","30","21","390","80","6","49","5","19","38","9","0","10","6","1","16","176","98","10","12","23","5","1","19","2","1","2","1","2","0","0","0","20","14","6","0","0","0","0","0","0",
"0500000US06079","San Luis Obispo County, California","269637","null","55973","213664","207427","191696","5128","1367","8106","346","784","6237","5815","794","1846","2366","247","163","60","71","6","16","34","11","10","114","71","6","406","121","33","6","2","89","14","12","106","5","0","2","0","0","0","4","0","9","1","0","2","12","5","0","0","1","0","0","5","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","3","3",
"0500000US06081","San Mateo County, California","718451","null","182502","535949","512024","303609","18763","1125","175934","9884","2709","23925","22077","2043","1597","12769","800","622","314","847","137","84","196","48","8","1747","606","259","1691","373","228","54","22","197","25","14","500","101","6","29","6","4","20","3","5","9","4","0","91","142","57","8","12","23","3","0","24","5","0","6","0","0","0","4","0","15","11","4","0","0","0","0","0","0",
"0500000US06083","Santa Barbara County, California","423895","null","181687","242208","233268","203122","7242","1843","19591","680","790","8940","8196","1349","1538","3835","289","262","194","215","23","39","68","13","22","208","130","11","697","163","89","8","24","111","20","11","214","14","4","10","2","1","3","6","0","5","6","0","6","42","16","5","3","5","1","1","8","0","0","1","0","0","0","1","1","5","3","2","0","0","0","0","0","0",
"0500000US06085","Santa Clara County, California","1781642","null","479210","1302432","1248877","626909","42331","4042","565466","6252","3877","53555","49961","5011","4243","29550","1483","979","556","1643","212","188","787","58","23","2276","2828","124","3281","772","442","71","45","441","57","19","1022","165","10","75","5","7","60","23","4","30","12","0","21","277","124","15","13","36","11","0","53","9","3","2","7","3","0","0","1","36","27","4","0","1","4","0","0","0",
"0500000US06087","Santa Cruz County, California","262382","null","84092","178290","171241","156397","2304","978","10658","292","612","7049","6391","976","1626","2837","258","224","55","91","11","13","47","9","13","157","70","4","610","232","51","7","7","106","12","11","151","17","3","5","0","1","5","0","0","1","0","0","1","38","13","6","2","10","0","0","6","0","0","0","1","0","0","0","0","10","7","1","2","0","0","0","0","0",
"0500000US06089","Shasta County, California","177223","null","14878","162345","156385","146044","1438","4162","4297","232","212","5960","5601","722","3333","1010","187","85","93","25","3","6","36","14","5","47","34","1","333","147","9","7","6","61","12","10","74","2","2","1","0","0","0","0","0","1","1","0","0","19","9","1","0","0","0","0","6","2","0","1","0","0","0","0","0","7","6","0","0","0","1","0","0","0",
"0500000US06091","Sierra County, California","3240","null","269","2971","2916","2855","5","41","12","2","1","55","52","5","33","8","3","0","0","0","0","0","0","0","1","1","0","1","3","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06093","Siskiyou County, California","44900","null","4615","40285","38445","35683","552","1549","528","69","64","1840","1714","153","1196","186","50","22","31","13","1","0","12","11","9","15","11","4","115","51","1","1","0","24","15","4","9","1","0","8","1","0","0","0","0","0","0","0","0","9","3","4","0","0","0","0","2","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0",
"0500000US06095","Solano County, California","413344","null","99356","313988","292968","168628","58743","1864","59027","3243","1463","21020","18356","3961","2237","6708","855","232","785","1444","290","131","135","46","17","1075","370","70","2430","622","484","81","50","235","87","18","552","52","4","67","16","22","84","19","3","17","1","0","16","208","82","23","10","45","3","3","31","1","0","4","2","3","1","0","0","26","20","5","0","1","0","0","0","0",
"0500000US06097","Sonoma County, California","483878","null","120430","363448","350504","320027","6769","3584","17777","1434","913","12944","11744","2139","3396","4292","580","333","158","165","57","24","154","28","21","254","117","26","1104","383","118","33","26","168","32","18","246","31","2","18","2","4","6","1","0","10","0","3","3","90","44","5","10","6","2","1","15","0","5","0","0","1","1","0","0","6","6","0","0","0","0","0","0","0",
"0500000US06099","Stanislaus County, California","514453","null","215658","298795","284928","240423","13065","2870","24712","3016","842","13867","12847","2096","3467","3905","604","395","219","310","65","60","153","42","25","933","381","192","925","277","128","21","18","108","40","14","175","44","6","9","4","16","13","2","0","9","1","0","40","82","34","2","10","9","0","0","19","2","0","1","1","0","0","4","0","10","10","0","0","0","0","0","3","3",
"0500000US06101","Sutter County, California","94737","null","27251","67486","64308","47782","1713","925","13442","256","190","3178","2972","396","877","883","117","62","30","60","11","14","99","10","5","80","311","17","181","68","33","7","2","31","2","1","29","4","0","0","0","1","0","0","0","1","0","0","2","24","7","3","1","1","0","0","12","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0",
"0500000US06103","Tehama County, California","63463","null","13906","49557","47913","45603","349","1205","625","64","67","1644","1545","193","1003","195","45","43","10","3","0","2","18","3","10","14","5","1","95","39","6","0","0","27","2","5","13","3","0","0","0","0","0","0","0","0","0","0","0","4","1","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"0500000US06105","Trinity County, California","13786","null","959","12827","12250","11518","45","558","93","16","20","577","545","22","417","54","26","9","5","0","0","0","1","3","0","4","4","0","27","14","1","0","0","4","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3","3","0","0","0","0","0","1","1",
