"GEO_ID","NAME","H063001","H063001A",
"1500000US060014025002","Block Group 2, Census Tract 4025, Alameda County, California","223","null",
"1500000US060014025003","Block Group 3, Census Tract 4025, Alameda County, California","620","null",
"1500000US060014026001","Block Group 1, Census Tract 4026, Alameda County, California","536","null",
"1500000US060014026002","Block Group 2, Census Tract 4026, Alameda County, California","397","null",
"1500000US060014027001","Block Group 1, Census Tract 4027, Alameda County, California","544","null",
"1500000US060014027002","Block Group 2, Census Tract 4027, Alameda County, California","814","null",
"1500000US060014028001","Block Group 1, Census Tract 4028, Alameda County, California","286","null",
"1500000US060014029001","Block Group 1, Census Tract 4029, Alameda County, California","0","null",
"1500000US060014029002","Block Group 2, Census Tract 4029, Alameda County, California","455","null",
"1500000US060014030001","Block Group 1, Census Tract 4030, Alameda County, California","672","null",
"1500000US060014030002","Block Group 2, Census Tract 4030, Alameda County, California","346","null",
"1500000US060014031001","Block Group 1, Census Tract 4031, Alameda County, California","379","null",
"1500000US060014032001","Block Group 1, Census Tract 4032, Alameda County, California","0","null",
"1500000US060014033001","Block Group 1, Census Tract 4033, Alameda County, California","667","null",
"1500000US060014033002","Block Group 2, Census Tract 4033, Alameda County, California","473","null",
"1500000US060014034001","Block Group 1, Census Tract 4034, Alameda County, California","1643","null",
"1500000US060014034002","Block Group 2, Census Tract 4034, Alameda County, California","669","null",
"1500000US060014034003","Block Group 3, Census Tract 4034, Alameda County, California","610","null",
"1500000US060014035001","Block Group 1, Census Tract 4035, Alameda County, California","775","null",
"1500000US060014035002","Block Group 2, Census Tract 4035, Alameda County, California","600","null",
"1500000US060014035003","Block Group 3, Census Tract 4035, Alameda County, California","729","null",
"1500000US060014036001","Block Group 1, Census Tract 4036, Alameda County, California","764","null",
"1500000US060014036002","Block Group 2, Census Tract 4036, Alameda County, California","762","null",
"1500000US060014037001","Block Group 1, Census Tract 4037, Alameda County, California","838","null",
"1500000US060014037002","Block Group 2, Census Tract 4037, Alameda County, California","801","null",
"1500000US060014038001","Block Group 1, Census Tract 4038, Alameda County, California","1516","null",
"1500000US060014038002","Block Group 2, Census Tract 4038, Alameda County, California","803","null",
"1500000US060014038003","Block Group 3, Census Tract 4038, Alameda County, California","786","null",
"1500000US060014038004","Block Group 4, Census Tract 4038, Alameda County, California","855","null",
"1500000US060014039001","Block Group 1, Census Tract 4039, Alameda County, California","850","null",
"1500000US060014039002","Block Group 2, Census Tract 4039, Alameda County, California","936","null",
"1500000US060014039003","Block Group 3, Census Tract 4039, Alameda County, California","810","null",
"1500000US060014040001","Block Group 1, Census Tract 4040, Alameda County, California","790","null",
"1500000US060014040002","Block Group 2, Census Tract 4040, Alameda County, California","754","null",
"1500000US060014041001","Block Group 1, Census Tract 4041, Alameda County, California","1133","null",
"1500000US060014041002","Block Group 2, Census Tract 4041, Alameda County, California","746","null",
"1500000US060014041003","Block Group 3, Census Tract 4041, Alameda County, California","817","null",
"1500000US060014042001","Block Group 1, Census Tract 4042, Alameda County, California","1813","null",
"1500000US060014042002","Block Group 2, Census Tract 4042, Alameda County, California","1232","null",
"1500000US060014042003","Block Group 3, Census Tract 4042, Alameda County, California","1178","null",
"1500000US060014043001","Block Group 1, Census Tract 4043, Alameda County, California","1375","null",
"1500000US060014043002","Block Group 2, Census Tract 4043, Alameda County, California","2,000+","2,000+",
"1500000US060014043003","Block Group 3, Census Tract 4043, Alameda County, California","877","null",
"1500000US060014044001","Block Group 1, Census Tract 4044, Alameda County, California","1432","null",
"1500000US060014044002","Block Group 2, Census Tract 4044, Alameda County, California","1625","null",
"1500000US060014044003","Block Group 3, Census Tract 4044, Alameda County, California","1610","null",
"1500000US060014045011","Block Group 1, Census Tract 4045.01, Alameda County, California","1517","null",
"1500000US060014045021","Block Group 1, Census Tract 4045.02, Alameda County, California","1325","null",
"1500000US060014045022","Block Group 2, Census Tract 4045.02, Alameda County, California","2,000+","2,000+",
"1500000US060014045023","Block Group 3, Census Tract 4045.02, Alameda County, California","1763","null",
"1500000US060014045024","Block Group 4, Census Tract 4045.02, Alameda County, California","1140","null",
"1500000US060014046001","Block Group 1, Census Tract 4046, Alameda County, California","1888","null",
"1500000US060014046002","Block Group 2, Census Tract 4046, Alameda County, California","850","null",
"1500000US060014046003","Block Group 3, Census Tract 4046, Alameda County, California","1588","null",
"1500000US060014046004","Block Group 4, Census Tract 4046, Alameda County, California","1750","null",
"1500000US060014047001","Block Group 1, Census Tract 4047, Alameda County, California","1325","null",
"1500000US060014047002","Block Group 2, Census Tract 4047, Alameda County, California","1708","null",
"1500000US060014048001","Block Group 1, Census Tract 4048, Alameda County, California","743","null",
"1500000US060014048002","Block Group 2, Census Tract 4048, Alameda County, California","641","null",
"1500000US060014049001","Block Group 1, Census Tract 4049, Alameda County, California","1317","null",
"1500000US060014049002","Block Group 2, Census Tract 4049, Alameda County, California","941","null",
"1500000US060014049003","Block Group 3, Census Tract 4049, Alameda County, California","634","null",
"1500000US060014049004","Block Group 4, Census Tract 4049, Alameda County, California","1029","null",
"1500000US060014050001","Block Group 1, Census Tract 4050, Alameda County, California","1045","null",
"1500000US060014050002","Block Group 2, Census Tract 4050, Alameda County, California","950","null",
"1500000US060014050003","Block Group 3, Census Tract 4050, Alameda County, California","718","null",
"1500000US060014051001","Block Group 1, Census Tract 4051, Alameda County, California","1688","null",
"1500000US060014051002","Block Group 2, Census Tract 4051, Alameda County, California","1750","null",
"1500000US060014051003","Block Group 3, Census Tract 4051, Alameda County, California","1625","null",
"1500000US060014051004","Block Group 4, Census Tract 4051, Alameda County, California","1513","null",
"1500000US060014051005","Block Group 5, Census Tract 4051, Alameda County, California","1875","null",
"1500000US060014052001","Block Group 1, Census Tract 4052, Alameda County, California","725","null",
"1500000US060014052002","Block Group 2, Census Tract 4052, Alameda County, California","681","null",
"1500000US060014052003","Block Group 3, Census Tract 4052, Alameda County, California","573","null",
"1500000US060014052004","Block Group 4, Census Tract 4052, Alameda County, California","948","null",
"1500000US060014053001","Block Group 1, Census Tract 4053, Alameda County, California","828","null",
"1500000US060014053002","Block Group 2, Census Tract 4053, Alameda County, California","685","null",
"1500000US060014053003","Block Group 3, Census Tract 4053, Alameda County, California","585","null",
"1500000US060014053004","Block Group 4, Census Tract 4053, Alameda County, California","553","null",
"1500000US060014054001","Block Group 1, Census Tract 4054, Alameda County, California","640","null",
"1500000US060014054002","Block Group 2, Census Tract 4054, Alameda County, California","644","null",
"1500000US060014054003","Block Group 3, Census Tract 4054, Alameda County, California","514","null",
"1500000US060014054004","Block Group 4, Census Tract 4054, Alameda County, California","668","null",
"1500000US060014054005","Block Group 5, Census Tract 4054, Alameda County, California","580","null",
"1500000US060014054006","Block Group 6, Census Tract 4054, Alameda County, California","648","null",
"1500000US060014055001","Block Group 1, Census Tract 4055, Alameda County, California","730","null",
"1500000US060014055002","Block Group 2, Census Tract 4055, Alameda County, California","609","null",
"1500000US060014055003","Block Group 3, Census Tract 4055, Alameda County, California","582","null",
"1500000US060014055004","Block Group 4, Census Tract 4055, Alameda County, California","718","null",
"1500000US060014056001","Block Group 1, Census Tract 4056, Alameda County, California","665","null",
"1500000US060014056002","Block Group 2, Census Tract 4056, Alameda County, California","776","null",
"1500000US060014056003","Block Group 3, Census Tract 4056, Alameda County, California","726","null",
"1500000US060014057001","Block Group 1, Census Tract 4057, Alameda County, California","708","null",
"1500000US060014057002","Block Group 2, Census Tract 4057, Alameda County, California","684","null",
"1500000US060014057003","Block Group 3, Census Tract 4057, Alameda County, California","639","null",
"1500000US060014058001","Block Group 1, Census Tract 4058, Alameda County, California","723","null",
"1500000US060014058002","Block Group 2, Census Tract 4058, Alameda County, California","679","null",
"1500000US060014058003","Block Group 3, Census Tract 4058, Alameda County, California","744","null",
"1500000US060014058004","Block Group 4, Census Tract 4058, Alameda County, California","721","null",
"1500000US060014059001","Block Group 1, Census Tract 4059, Alameda County, California","683","null",
"1500000US060014059002","Block Group 2, Census Tract 4059, Alameda County, California","708","null",
"1500000US060014059003","Block Group 3, Census Tract 4059, Alameda County, California","548","null",
"1500000US060014059004","Block Group 4, Census Tract 4059, Alameda County, California","588","null",
"1500000US060014059005","Block Group 5, Census Tract 4059, Alameda County, California","724","null",
"1500000US060014059006","Block Group 6, Census Tract 4059, Alameda County, California","580","null",
"1500000US060014060001","Block Group 1, Census Tract 4060, Alameda County, California","685","null",
"1500000US060014060002","Block Group 2, Census Tract 4060, Alameda County, California","623","null",
"1500000US060014060003","Block Group 3, Census Tract 4060, Alameda County, California","659","null",
"1500000US060014061001","Block Group 1, Census Tract 4061, Alameda County, California","618","null",
"1500000US060014061002","Block Group 2, Census Tract 4061, Alameda County, California","615","null",
"1500000US060014061003","Block Group 3, Census Tract 4061, Alameda County, California","1160","null",
"1500000US060014061004","Block Group 4, Census Tract 4061, Alameda County, California","593","null",
"1500000US060014062011","Block Group 1, Census Tract 4062.01, Alameda County, California","496","null",
"1500000US060014062012","Block Group 2, Census Tract 4062.01, Alameda County, California","493","null",
"1500000US060014062013","Block Group 3, Census Tract 4062.01, Alameda County, California","553","null",
"1500000US060014062014","Block Group 4, Census Tract 4062.01, Alameda County, California","633","null",
"1500000US060014062021","Block Group 1, Census Tract 4062.02, Alameda County, California","584","null",
"1500000US060014062022","Block Group 2, Census Tract 4062.02, Alameda County, California","614","null",
"1500000US060014063001","Block Group 1, Census Tract 4063, Alameda County, California","418","null",
"1500000US060014063002","Block Group 2, Census Tract 4063, Alameda County, California","583","null",
"1500000US060014063003","Block Group 3, Census Tract 4063, Alameda County, California","565","null",
"1500000US060014063004","Block Group 4, Census Tract 4063, Alameda County, California","678","null",
"1500000US060014064001","Block Group 1, Census Tract 4064, Alameda County, California","869","null",
"1500000US060014064002","Block Group 2, Census Tract 4064, Alameda County, California","746","null",
"1500000US060014065001","Block Group 1, Census Tract 4065, Alameda County, California","834","null",
"1500000US060014065002","Block Group 2, Census Tract 4065, Alameda County, California","605","null",
"1500000US060014065003","Block Group 3, Census Tract 4065, Alameda County, California","678","null",
"1500000US060014065004","Block Group 4, Census Tract 4065, Alameda County, California","691","null",
"1500000US060014066001","Block Group 1, Census Tract 4066, Alameda County, California","809","null",
"1500000US060014066002","Block Group 2, Census Tract 4066, Alameda County, California","726","null",
"1500000US060014066003","Block Group 3, Census Tract 4066, Alameda County, California","697","null",
"1500000US060014066004","Block Group 4, Census Tract 4066, Alameda County, California","690","null",
"1500000US060014066005","Block Group 5, Census Tract 4066, Alameda County, California","813","null",
"1500000US060014066006","Block Group 6, Census Tract 4066, Alameda County, California","773","null",
"1500000US060014067001","Block Group 1, Census Tract 4067, Alameda County, California","2000","null",
"1500000US060014067002","Block Group 2, Census Tract 4067, Alameda County, California","1275","null",
"1500000US060014067003","Block Group 3, Census Tract 4067, Alameda County, California","829","null",
"1500000US060014067004","Block Group 4, Census Tract 4067, Alameda County, California","777","null",
"1500000US060014067005","Block Group 5, Census Tract 4067, Alameda County, California","1094","null",
"1500000US060014068001","Block Group 1, Census Tract 4068, Alameda County, California","968","null",
"1500000US060014068002","Block Group 2, Census Tract 4068, Alameda County, California","1201","null",
"1500000US060014068003","Block Group 3, Census Tract 4068, Alameda County, California","699","null",
"1500000US060014068004","Block Group 4, Census Tract 4068, Alameda County, California","856","null",
"1500000US060014069001","Block Group 1, Census Tract 4069, Alameda County, California","0","null",
"1500000US060014069002","Block Group 2, Census Tract 4069, Alameda County, California","1118","null",
"1500000US060014069003","Block Group 3, Census Tract 4069, Alameda County, California","817","null",
"1500000US060014070001","Block Group 1, Census Tract 4070, Alameda County, California","598","null",
"1500000US060014070002","Block Group 2, Census Tract 4070, Alameda County, California","912","null",
"1500000US060014070003","Block Group 3, Census Tract 4070, Alameda County, California","705","null",
"1500000US060014070004","Block Group 4, Census Tract 4070, Alameda County, California","577","null",
"1500000US060014070005","Block Group 5, Census Tract 4070, Alameda County, California","658","null",
"1500000US060014071001","Block Group 1, Census Tract 4071, Alameda County, California","615","null",
"1500000US060014071002","Block Group 2, Census Tract 4071, Alameda County, California","679","null",
"1500000US060014071003","Block Group 3, Census Tract 4071, Alameda County, California","769","null",
"1500000US060014071004","Block Group 4, Census Tract 4071, Alameda County, California","695","null",
"1500000US060014071005","Block Group 5, Census Tract 4071, Alameda County, California","666","null",
"1500000US060014071006","Block Group 6, Census Tract 4071, Alameda County, California","610","null",
"1500000US060014072001","Block Group 1, Census Tract 4072, Alameda County, California","604","null",
"1500000US060014072002","Block Group 2, Census Tract 4072, Alameda County, California","597","null",
"1500000US060014072003","Block Group 3, Census Tract 4072, Alameda County, California","583","null",
"1500000US060014072004","Block Group 4, Census Tract 4072, Alameda County, California","576","null",
"1500000US060014073001","Block Group 1, Census Tract 4073, Alameda County, California","648","null",
"1500000US060014073002","Block Group 2, Census Tract 4073, Alameda County, California","706","null",
"1500000US060014074001","Block Group 1, Census Tract 4074, Alameda County, California","688","null",
"1500000US060014074002","Block Group 2, Census Tract 4074, Alameda County, California","660","null",
"1500000US060014074003","Block Group 3, Census Tract 4074, Alameda County, California","625","null",
"1500000US060014075001","Block Group 1, Census Tract 4075, Alameda County, California","608","null",
"1500000US060014075002","Block Group 2, Census Tract 4075, Alameda County, California","619","null",
"1500000US060014075003","Block Group 3, Census Tract 4075, Alameda County, California","674","null",
"1500000US060014076001","Block Group 1, Census Tract 4076, Alameda County, California","804","null",
"1500000US060014076002","Block Group 2, Census Tract 4076, Alameda County, California","683","null",
"1500000US060014076003","Block Group 3, Census Tract 4076, Alameda County, California","709","null",
"1500000US060014076004","Block Group 4, Census Tract 4076, Alameda County, California","721","null",
"1500000US060014076005","Block Group 5, Census Tract 4076, Alameda County, California","644","null",
"1500000US060014077001","Block Group 1, Census Tract 4077, Alameda County, California","677","null",
"1500000US060014077002","Block Group 2, Census Tract 4077, Alameda County, California","940","null",
"1500000US060014077003","Block Group 3, Census Tract 4077, Alameda County, California","479","null",
"1500000US060014077004","Block Group 4, Census Tract 4077, Alameda County, California","616","null",
"1500000US060014078001","Block Group 1, Census Tract 4078, Alameda County, California","754","null",
"1500000US060014078002","Block Group 2, Census Tract 4078, Alameda County, California","856","null",
"1500000US060014078003","Block Group 3, Census Tract 4078, Alameda County, California","838","null",
"1500000US060014079001","Block Group 1, Census Tract 4079, Alameda County, California","1583","null",
"1500000US060014079002","Block Group 2, Census Tract 4079, Alameda County, California","729","null",
"1500000US060014079003","Block Group 3, Census Tract 4079, Alameda County, California","943","null",
"1500000US060014080001","Block Group 1, Census Tract 4080, Alameda County, California","1229","null",
"1500000US060014080002","Block Group 2, Census Tract 4080, Alameda County, California","1913","null",
"1500000US060014081001","Block Group 1, Census Tract 4081, Alameda County, California","0","null",
"1500000US060014081002","Block Group 2, Census Tract 4081, Alameda County, California","1454","null",
"1500000US060014082001","Block Group 1, Census Tract 4082, Alameda County, California","798","null",
"1500000US060014082002","Block Group 2, Census Tract 4082, Alameda County, California","732","null",
"1500000US060014082003","Block Group 3, Census Tract 4082, Alameda County, California","773","null",
"1500000US060014082004","Block Group 4, Census Tract 4082, Alameda County, California","919","null",
"1500000US060014083001","Block Group 1, Census Tract 4083, Alameda County, California","1130","null",
"1500000US060014083002","Block Group 2, Census Tract 4083, Alameda County, California","981","null",
"1500000US060014083003","Block Group 3, Census Tract 4083, Alameda County, California","1188","null",
"1500000US060014083004","Block Group 4, Census Tract 4083, Alameda County, California","683","null",
"1500000US060014083005","Block Group 5, Census Tract 4083, Alameda County, California","724","null",
"1500000US060014084001","Block Group 1, Census Tract 4084, Alameda County, California","675","null",
"1500000US060014084002","Block Group 2, Census Tract 4084, Alameda County, California","742","null",
"1500000US060014084003","Block Group 3, Census Tract 4084, Alameda County, California","683","null",
"1500000US060014085001","Block Group 1, Census Tract 4085, Alameda County, California","641","null",
"1500000US060014085002","Block Group 2, Census Tract 4085, Alameda County, California","725","null",
"1500000US060014085003","Block Group 3, Census Tract 4085, Alameda County, California","733","null",
"1500000US060014085004","Block Group 4, Census Tract 4085, Alameda County, California","431","null",
"1500000US060014085005","Block Group 5, Census Tract 4085, Alameda County, California","623","null",
"1500000US060014086001","Block Group 1, Census Tract 4086, Alameda County, California","721","null",
"1500000US060014086002","Block Group 2, Census Tract 4086, Alameda County, California","688","null",
"1500000US060014086003","Block Group 3, Census Tract 4086, Alameda County, California","708","null",
"1500000US060014086004","Block Group 4, Census Tract 4086, Alameda County, California","736","null",
"1500000US060014087001","Block Group 1, Census Tract 4087, Alameda County, California","680","null",
"1500000US060014087002","Block Group 2, Census Tract 4087, Alameda County, California","718","null",
"1500000US060014087003","Block Group 3, Census Tract 4087, Alameda County, California","989","null",
"1500000US060014087004","Block Group 4, Census Tract 4087, Alameda County, California","513","null",
"1500000US060014087005","Block Group 5, Census Tract 4087, Alameda County, California","625","null",
"1500000US060014087006","Block Group 6, Census Tract 4087, Alameda County, California","742","null",
"1500000US060014088001","Block Group 1, Census Tract 4088, Alameda County, California","598","null",
"1500000US060014088002","Block Group 2, Census Tract 4088, Alameda County, California","437","null",
"1500000US060014088003","Block Group 3, Census Tract 4088, Alameda County, California","344","null",
"1500000US060014088004","Block Group 4, Census Tract 4088, Alameda County, California","456","null",
"1500000US060014089001","Block Group 1, Census Tract 4089, Alameda County, California","611","null",
"1500000US060014089002","Block Group 2, Census Tract 4089, Alameda County, California","758","null",
"1500000US060014089003","Block Group 3, Census Tract 4089, Alameda County, California","704","null",
"1500000US060014090001","Block Group 1, Census Tract 4090, Alameda County, California","622","null",
"1500000US060014090002","Block Group 2, Census Tract 4090, Alameda County, California","828","null",
"1500000US060014090003","Block Group 3, Census Tract 4090, Alameda County, California","655","null",
"1500000US060014090004","Block Group 4, Census Tract 4090, Alameda County, California","0","null",
"1500000US060014091001","Block Group 1, Census Tract 4091, Alameda County, California","764","null",
"1500000US060014091002","Block Group 2, Census Tract 4091, Alameda County, California","806","null",
"1500000US060014092001","Block Group 1, Census Tract 4092, Alameda County, California","705","null",
"1500000US060014093001","Block Group 1, Census Tract 4093, Alameda County, California","574","null",
"1500000US060014093002","Block Group 2, Census Tract 4093, Alameda County, California","829","null",
"1500000US060014093003","Block Group 3, Census Tract 4093, Alameda County, California","716","null",
"1500000US060014093004","Block Group 4, Census Tract 4093, Alameda County, California","670","null",
"1500000US060014094001","Block Group 1, Census Tract 4094, Alameda County, California","623","null",
"1500000US060014094002","Block Group 2, Census Tract 4094, Alameda County, California","754","null",
"1500000US060014094003","Block Group 3, Census Tract 4094, Alameda County, California","790","null",
"1500000US060014094004","Block Group 4, Census Tract 4094, Alameda County, California","628","null",
"1500000US060014095001","Block Group 1, Census Tract 4095, Alameda County, California","742","null",
"1500000US060014095002","Block Group 2, Census Tract 4095, Alameda County, California","366","null",
"1500000US060014095003","Block Group 3, Census Tract 4095, Alameda County, California","625","null",
"1500000US060014095004","Block Group 4, Census Tract 4095, Alameda County, California","703","null",
"1500000US060014096001","Block Group 1, Census Tract 4096, Alameda County, California","652","null",
"1500000US060014096002","Block Group 2, Census Tract 4096, Alameda County, California","809","null",
"1500000US060014096003","Block Group 3, Census Tract 4096, Alameda County, California","828","null",
"1500000US060014096004","Block Group 4, Census Tract 4096, Alameda County, California","683","null",
"1500000US060014096005","Block Group 5, Census Tract 4096, Alameda County, California","521","null",
"1500000US060014097001","Block Group 1, Census Tract 4097, Alameda County, California","586","null",
"1500000US060014097002","Block Group 2, Census Tract 4097, Alameda County, California","725","null",
"1500000US060014097003","Block Group 3, Census Tract 4097, Alameda County, California","825","null",
"1500000US060014097004","Block Group 4, Census Tract 4097, Alameda County, California","686","null",
"1500000US060014098001","Block Group 1, Census Tract 4098, Alameda County, California","1135","null",
"1500000US060014098002","Block Group 2, Census Tract 4098, Alameda County, California","708","null",
"1500000US060014098003","Block Group 3, Census Tract 4098, Alameda County, California","1325","null",
"1500000US060014099001","Block Group 1, Census Tract 4099, Alameda County, California","940","null",
"1500000US060014099002","Block Group 2, Census Tract 4099, Alameda County, California","991","null",
"1500000US060014099003","Block Group 3, Census Tract 4099, Alameda County, California","0","null",
"1500000US060014099004","Block Group 4, Census Tract 4099, Alameda County, California","1325","null",
"1500000US060014100001","Block Group 1, Census Tract 4100, Alameda County, California","859","null",
"1500000US060014100002","Block Group 2, Census Tract 4100, Alameda County, California","675","null",
"1500000US060014100003","Block Group 3, Census Tract 4100, Alameda County, California","850","null",
"1500000US060014101001","Block Group 1, Census Tract 4101, Alameda County, California","800","null",
"1500000US060014101002","Block Group 2, Census Tract 4101, Alameda County, California","589","null",
"1500000US060014102001","Block Group 1, Census Tract 4102, Alameda County, California","717","null",
"1500000US060014102002","Block Group 2, Census Tract 4102, Alameda County, California","701","null",
"1500000US060014102003","Block Group 3, Census Tract 4102, Alameda County, California","725","null",
"1500000US060014103001","Block Group 1, Census Tract 4103, Alameda County, California","714","null",
"1500000US060014103002","Block Group 2, Census Tract 4103, Alameda County, California","698","null",
"1500000US060014103003","Block Group 3, Census Tract 4103, Alameda County, California","711","null",
"1500000US060014103004","Block Group 4, Census Tract 4103, Alameda County, California","630","null",
"1500000US060014104001","Block Group 1, Census Tract 4104, Alameda County, California","733","null",
"1500000US060014104002","Block Group 2, Census Tract 4104, Alameda County, California","821","null",
"1500000US060014104003","Block Group 3, Census Tract 4104, Alameda County, California","732","null",
"1500000US060014201001","Block Group 1, Census Tract 4201, Alameda County, California","1016","null",
"1500000US060014201002","Block Group 2, Census Tract 4201, Alameda County, California","1156","null",
"1500000US060014201003","Block Group 3, Census Tract 4201, Alameda County, California","1094","null",
"1500000US060014202001","Block Group 1, Census Tract 4202, Alameda County, California","999","null",
"1500000US060014202002","Block Group 2, Census Tract 4202, Alameda County, California","1141","null",
"1500000US060014202003","Block Group 3, Census Tract 4202, Alameda County, California","941","null",
"1500000US060014203001","Block Group 1, Census Tract 4203, Alameda County, California","1156","null",
"1500000US060014203002","Block Group 2, Census Tract 4203, Alameda County, California","873","null",
"1500000US060014203003","Block Group 3, Census Tract 4203, Alameda County, California","962","null",
"1500000US060014204001","Block Group 1, Census Tract 4204, Alameda County, California","591","null",
"1500000US060014205001","Block Group 1, Census Tract 4205, Alameda County, California","878","null",
"1500000US060014205002","Block Group 2, Census Tract 4205, Alameda County, California","889","null",
"1500000US060014206001","Block Group 1, Census Tract 4206, Alameda County, California","1269","null",
"1500000US060014206002","Block Group 2, Census Tract 4206, Alameda County, California","1179","null",
"1500000US060014206003","Block Group 3, Census Tract 4206, Alameda County, California","1010","null",
"1500000US060014211001","Block Group 1, Census Tract 4211, Alameda County, California","600","null",
"1500000US060014211002","Block Group 2, Census Tract 4211, Alameda County, California","2,000+","2,000+",
